HSN_Code,HSN_Chapter,Chapter_Name,Commodity,Import_FY24_25_USDmillions,Import_FY25_26_USDmillions,YoY_Growth_Percent,Base_Score,Chapter_Priority,Tier,Substitution_Potential,FY30_Savings_USDmillions,Confidence_Level,Quick_Win,Priority_Chemical
30049042,30,Pharmaceutical Products,"METHOTREXATE, 5-FLUOROURACIL(5-FU) AND    FTORAFUR",0.08,0.18,111.7,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049043,30,Pharmaceutical Products,BINCRISTINE AND VINBLASTINE,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049044,30,Pharmaceutical Products,PACLITAXEL AND DOCETAXEL,0.77,0.47,-39.9,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
30049045,30,Pharmaceutical Products,ETOPOSIDE,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049046,30,Pharmaceutical Products,ACTINOMYCIN D DACTINOMYCIN AND DOXORUBICIN,0.3,0.0,-99.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049047,30,Pharmaceutical Products,"L-ASPARAGINASE, CISPLATIN AND CARBOPLATIN",0.7,0.33,-52.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049048,30,Pharmaceutical Products,TAMOXIFEN,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049049,30,Pharmaceutical Products,OTHER ANTICANCER DRUGS,45.39,66.11,45.6,3.6,Medium,Tier 2.5 (Quick-win),60-75%,39.7,0.8,Yes,No
30049051,30,Pharmaceutical Products,ISONIAZID,0.0,0.0,-47.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049053,30,Pharmaceutical Products,PYRAZINAMIDE AND ETHAMBUTOL,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049055,30,Pharmaceutical Products,"DAPSONE (DDS), ACEDAPSONE (DADDS),        SOLOPSONE AND CLOFAZIMINE",0.0,0.02,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049057,30,Pharmaceutical Products,OTHER ANTITUBERCULAR DRUGS,0.0,0.06,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049059,30,Pharmaceutical Products,OTHER ANTIMALARIAL DRUGS,0.0,0.0,-97.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049061,30,Pharmaceutical Products,ANALGIN WITH OR WITHOUT OTHER COMPOUNDS   SUCH AS PARACETAMOL,0.04,0.44,882.2,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
30049062,30,Pharmaceutical Products,ACETYL SALICYLIC ACID (ASPIRIN) AND       FORMULATIONS THEREOF,0.06,0.1,59.7,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049063,30,Pharmaceutical Products,IBUPROFEN WITH OR WITHOUT PARACETAMOL OR  OTHER COMPOUNDS,0.0,0.0,-84.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049065,30,Pharmaceutical Products,INDOMETHACIN,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049066,30,Pharmaceutical Products,"MEPHENAMIC ACID, DACTOFENAC SODIUM,       PIROXICAM, TENOXICAM AND ...",0.33,0.08,-77.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049067,30,Pharmaceutical Products,"KETOROLAC, NIMESULIDE, NABUMETONE AND     NEFOPAM",0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049069,30,Pharmaceutical Products,"OTHER NONSTEROIDAL ANTIINFLAMATORY,       ANALGESTICS AND ANTIPYRAT...",3.59,2.14,-40.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
30049071,30,Pharmaceutical Products,"CAPTOPRIL, ENALAPRIL, LISINOPRIL,         PERINDOPRIL AND RAMIPRIL",0.0,0.02,636.6,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049072,30,Pharmaceutical Products,"VERAPAMIL, NIFEDIPINE, AMLODIPINE AND     LACIDIPINE",0.01,0.01,79.8,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049073,30,Pharmaceutical Products,LOSARTAN,0.0,0.0,1689.8,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049074,30,Pharmaceutical Products,"PROPRANOLOL, METOPROLOL, ATENOLOL AND     LABETALOL",0.0,0.0,178.0,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049075,30,Pharmaceutical Products,"PRAZOSIN, TERAZOSIN, PHENTOLAMINE AND     PHENOXYBENZAMINE",13.7,4.41,-67.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.7,0.5,No,No
30049076,30,Pharmaceutical Products,"CLONIDINE, METHYLDOPA",0.01,0.14,1738.2,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049077,30,Pharmaceutical Products,"HYDRALAZINE, MINOXIDIL AND DIAZOXIDE",0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049079,30,Pharmaceutical Products,OTHER ANTIHYPERTENSIVE DRUGS,0.29,9.06,2971.1,3.6,Medium,Tier 3 (Specialty),15-30%,1.4,0.5,No,No
30049081,30,Pharmaceutical Products,"PHENOBARBITONE,MEPHOBARBITONE,PRIMIDONE,  PHENYTOIN,CARBAMAZPIN,ETH...",0.58,0.35,-38.9,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
30049082,30,Pharmaceutical Products,OTHER ANTIEPILEPTIC DRUGS,0.15,1.53,918.2,3.6,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
30049084,30,Pharmaceutical Products,PREPARATIONS OF ENZYMES,0.01,0.01,-2.6,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049085,30,Pharmaceutical Products,VETERINARY MEDICINAL PREPARATIONS N.E.S.,4.95,6.23,25.8,3.6,Medium,Tier 3 (Specialty),15-30%,0.9,0.5,No,No
30049086,30,Pharmaceutical Products,ORAL REHYDRATION SALTS,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049087,30,Pharmaceutical Products,"ANTIBACTERIAL FORMULATIONS, N.E.S.",0.27,0.45,66.5,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
30049088,30,Pharmaceutical Products,SEDATIVES,0.04,0.24,529.9,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049089,30,Pharmaceutical Products,TRANQUILIZERS,0.0,0.0,-58.6,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049091,30,Pharmaceutical Products,"SALBUTAMOL, TERBUTALINE, EPHEDRINE,       SALMETEROL AND METHYL XAN...",1.33,0.29,-78.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049092,30,Pharmaceutical Products,PLASMA EXPANDERS,2.64,2.83,7.5,2.2,Medium,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
30049093,30,Pharmaceutical Products,"CHLOROPHENIRAMINE MALEATE, WITH OR        WITHOUTOTHER COMPOUNDS (E...",0.0,0.03,252916.7,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049094,30,Pharmaceutical Products,"THEOPHYLLINE, AMINOPHYLLINE AND OTHER     BRONCHO DILATORS",0.0,0.01,249.5,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049095,30,Pharmaceutical Products,CARCINO-CHEMOTHERAPEUTIC DRUGS N.E.S.,8.73,14.4,64.9,3.6,Medium,Tier 3 (Specialty),15-30%,2.2,0.5,No,No
30049096,30,Pharmaceutical Products,KETAMINE,0.02,0.0,-98.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30049099,30,Pharmaceutical Products,OTHER  MEDCNE PUT UP FOR RETAIL SALE N.E.S,775.24,964.95,24.5,5.4,Medium,Tier 2.5 (Quick-win),60-75%,579.0,0.8,Yes,No
30051010,30,Pharmaceutical Products,ADHESIVE GAUZE BANDAGE,0.06,0.02,-60.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30051020,30,Pharmaceutical Products,ADHESIVE TAPE (MEDICINAL),5.67,4.33,-23.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
30051090,30,Pharmaceutical Products,OTHER ADHESIVE DRSSNGS AND OTHR ARTCLS      HAVING AN ADHESIVE LAYER,19.43,22.52,15.9,3.0,Medium,Tier 3 (Specialty),15-30%,3.4,0.5,No,No
30059010,30,Pharmaceutical Products,COTTON WOOL MEDICATED,0.68,1.01,47.5,3.6,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
30059020,30,Pharmaceutical Products,POULTICE OF KAOLIN,0.09,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30059030,30,Pharmaceutical Products,MEDICATED LINT,0.32,0.27,-16.1,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30059040,30,Pharmaceutical Products,BANDAGES WITHOUT ADHESIVE LAYER,3.18,4.73,48.8,3.6,Medium,Tier 3 (Specialty),15-30%,0.7,0.5,No,No
30059050,30,Pharmaceutical Products,BURN THERAPY DRESSING SOAKED IN           PROTECTIVEGEL,0.82,1.15,41.6,3.6,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
30059060,30,Pharmaceutical Products,MICRO PORES SURGICAL TAPES,10.67,11.0,3.1,2.2,Medium,Tier 3 (Specialty),15-30%,1.6,0.5,No,No
30059070,30,Pharmaceutical Products,CORN REMOVERS AND CALLOUS REMOVERS,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30059090,30,Pharmaceutical Products,OTHER DRESSING ARTICLES N.E.S.,7.06,7.72,9.4,2.2,Medium,Tier 3 (Specialty),15-30%,1.2,0.5,No,No
30061010,30,Pharmaceutical Products,"STERILE SURGCL CATGUT,SMLR MTRLS AND STRLE  TISSUE ADHSVS FOR SURGI...",5.36,6.16,14.8,3.0,Medium,Tier 3 (Specialty),15-30%,0.9,0.5,No,No
30061020,30,Pharmaceutical Products,STERILE LAMINARIA AND LAMINARIA TENTS.AND     STRILE ABSRBBLE SURGC...,11.17,12.19,9.1,2.2,Medium,Tier 3 (Specialty),15-30%,1.8,0.5,No,No
30063000,30,Pharmaceutical Products,OPACIFYING PRPNS FR X-RAY EXAMS;          DIAGNOSTICREAGNTS DSGND T...,78.25,77.13,-1.4,2.0,Medium,Tier 3 (Specialty),15-30%,11.6,0.5,No,No
30064000,30,Pharmaceutical Products,DENTAL CEMENTS AND OTHR DENTAL FILLINGS   BONE RECONSTRUCTION CEMENTS,46.77,44.82,-4.2,2.0,Medium,Tier 3 (Specialty),15-30%,6.7,0.5,No,No
30065000,30,Pharmaceutical Products,FIRST-AID BOXES AND KITS,0.35,0.32,-9.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30066010,30,Pharmaceutical Products,CONTRACEPTIVE BASED ON HORMONES,9.89,8.96,-9.4,2.0,Medium,Tier 3 (Specialty),15-30%,1.3,0.5,No,No
30066020,30,Pharmaceutical Products,CONTRCEPTIV BASE ON OTHR PROD.OF HDNG 2937,0.0,0.0,133.0,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30066030,30,Pharmaceutical Products,CONTRACEPTIVE BASED ON SPERMICIDES,0.0,0.32,6411980.0,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30067000,30,Pharmaceutical Products,GEL PREP TO BE USED IN HUMAN OR           VETERINARYMEDICINE AS A L...,3.81,4.49,17.7,3.0,Medium,Tier 3 (Specialty),15-30%,0.7,0.5,No,No
30069100,30,Pharmaceutical Products,APPLIANCES IDENTIFIABLE FOR OSTOMY USE,14.46,11.14,-23.0,2.0,Medium,Tier 3 (Specialty),15-30%,1.7,0.5,No,No
30069200,30,Pharmaceutical Products,WASTE PHARMACEUTICALS,0.0,0.0,-38.5,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
30069300,30,Pharmaceutical Products,PLACEBOS AND BLINDED (OR DOUBLE-BLINDED) CLINICAL TRIAL KITS FOR A ...,14.51,16.14,11.3,3.0,Medium,Tier 3 (Specialty),15-30%,2.4,0.5,No,No
31010099,31,Fertilizers,"OTHER ANML/VGTBL FRTLSRS,W/N MIXED TOGETH.CHMCLY TRTD;FERTILISERS P...",44.35,30.59,-31.0,2.0,Medium,Tier 3 (Specialty),15-30%,4.6,0.5,No,No
31021010,31,Fertilizers,"Fertilizer grade, conforming to Standard IS 5406",1559.9,3868.87,148.0,7.2,Medium,Tier 2 (Dependent),30-50%,1160.7,0.7,No,No
31021090,31,Fertilizers,"Other : Urea, whether or not in aqueous solution",825.06,1287.02,56.0,7.2,Medium,Tier 2 (Dependent),30-50%,386.1,0.7,No,No
31022100,31,Fertilizers,AMMONIUM SULPHATE,93.39,173.5,85.8,4.32,Medium,Tier 2.5 (Quick-win),60-75%,104.1,0.8,Yes,No
31022990,31,Fertilizers,OTHERS-OF-DOUBLE SALTS AND MIXTURES OF AMMONIUM SLPHTE,0.05,0.19,251.2,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
31023000,31,Fertilizers,AMMONIUM NITRATE W/N IN AQUEOUS SOLUTION,168.84,157.74,-6.6,2.4,Medium,Tier 3 (Specialty),15-30%,23.7,0.5,No,No
31024000,31,Fertilizers,MIXTURES OF AMMONIUM NITRATE WITH CALCIUM CARBNTE/OTHR INORGNC NON-...,0.0,0.0,139.1,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
31025000,31,Fertilizers,SODIUM NITRATE,0.08,0.04,-46.2,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
31026000,31,Fertilizers,DOUBLE SLT/MXTR OF CALCM NITRTE/AMONM NTRT,48.89,68.85,40.8,3.6,Medium,Tier 2.5 (Quick-win),60-75%,41.3,0.8,Yes,No
31028000,31,Fertilizers,MIXTURES OF UREA AND AMMONIUM NITRATE       IN AQUEOUS OR AMMONIACA...,0.15,0.34,128.0,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
31029010,31,Fertilizers,DOUBLE SALT AND MIXTURE OF CALCIUM        NITRATEAND MAGNESIUM NITRATE,0.03,0.1,253.1,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
31029090,31,Fertilizers,OTHER CALCIUM NITRATE AND MAGNESIUM NITRATE,6.34,7.87,24.3,3.6,Medium,Tier 3 (Specialty),15-30%,1.2,0.5,No,No
31031100,31,Fertilizers,SUPERPHOSPHATES CONTAINING BY WEIGHT 35 % OR MORE OF DIPHOSPHORUS P...,165.02,551.33,234.1,5.4,Medium,Tier 2.5 (Quick-win),60-75%,330.8,0.8,Yes,No
31031900,31,Fertilizers,OTHER SUPERPHOSPHATES,9.27,88.82,857.8,3.6,Medium,Tier 2.5 (Quick-win),60-75%,53.3,0.8,Yes,No
31042000,31,Fertilizers,POTASSIUM CHLORIDE,1270.98,1269.71,-0.1,4.0,Medium,Tier 2.5 (Quick-win),60-75%,761.8,0.8,Yes,No
31043000,31,Fertilizers,POTASSIUM SULPHATE,52.98,39.55,-25.3,2.0,Medium,Tier 3 (Specialty),15-30%,5.9,0.5,No,No
31049000,31,Fertilizers,OTHER MINERLS OF CHEMCL FRTLISRS POTSSIC,20.84,23.59,13.2,3.0,Medium,Tier 3 (Specialty),15-30%,3.5,0.5,No,No
31051000,31,Fertilizers,GOODS OF THIS CHPTER IN TBLETS/SMLR FORMS/IN PACKGS OF A GROSS WT N...,1.27,2.34,84.0,3.6,Medium,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
31052000,31,Fertilizers,MINRL/CHEMCL FERTLSRS CONTNG THE THREE    FRTLSNG ELMNTS NITROGN PH...,777.88,1152.59,48.2,7.2,Medium,Tier 2 (Dependent),30-50%,345.8,0.7,No,No
31053000,31,Fertilizers,DIAMONM HYDRGNORTHPHOSPHT(DIAMONM PHOSPHT),2770.81,4871.64,75.8,7.2,Medium,Tier 2 (Dependent),30-50%,1461.5,0.7,No,No
31054000,31,Fertilizers,AMONM DIHYDROGNORTHOPHOSPHT(MONOAMMONIUM  PHOSPHT)/MXTRS  WITH DIAM...,159.47,181.11,13.6,3.6,Medium,Tier 2.5 (Quick-win),60-75%,108.7,0.8,Yes,No
31055100,31,Fertilizers,MNRL/CHMCL FERTLSRS CONTNG NITRTS/PHOSPHTS,0.84,26.75,3087.9,3.6,Medium,Tier 3 (Specialty),15-30%,4.0,0.5,No,No
31055900,31,Fertilizers,OTHR MINRL/CHCML FERTLSRS CONTNG TWO      FER-LSNG ELEMNTS NITROGEN...,165.53,614.99,271.5,5.4,Medium,Tier 2.5 (Quick-win),60-75%,369.0,0.8,Yes,No
31056000,31,Fertilizers,MINRL OR CHMCL FERTLSRS CONTNG THE TWO    FERTLSNG ELMNTS PHOSPHORU...,72.26,80.51,11.4,3.0,Medium,Tier 2.5 (Quick-win),60-75%,48.3,0.8,Yes,No
31059010,31,Fertilizers,MINRL OR CHMCL FERTLSRS CONTNG THE TWO    FERTLSNG ELMNTS NITROGEN ...,46.04,51.26,11.3,3.0,Medium,Tier 2.5 (Quick-win),60-75%,30.8,0.8,Yes,No
31059090,31,Fertilizers,OTHER FERTILISERS N.E.S.,24.83,30.9,24.4,3.6,Medium,Tier 3 (Specialty),15-30%,4.6,0.5,No,No
32011000,32,"Dyes, Pigments, Paint",QUEBRACHO EXTRACT,3.28,2.12,-35.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
32012000,32,"Dyes, Pigments, Paint",WATTLE EXTRACT,19.3,20.44,5.9,2.2,Medium,Tier 3 (Specialty),15-30%,3.1,0.5,No,No
32019010,32,"Dyes, Pigments, Paint",GAMBIER EXTRACTS,53.2,48.88,-8.1,2.0,Medium,Tier 3 (Specialty),15-30%,7.3,0.5,No,No
32019020,32,"Dyes, Pigments, Paint",MYROBALAN FRUIT EXTRACT,0.04,0.02,-46.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32019030,32,"Dyes, Pigments, Paint",GALLOTANIC ACID (TANNIN DIGALLIC ACID),0.15,0.29,95.2,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32019090,32,"Dyes, Pigments, Paint",OTHER DERIVATIVES,7.15,5.55,-22.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
32021000,32,"Dyes, Pigments, Paint",SYNTHETIC ORGANIC TANNING SUBSTANCES,11.24,10.74,-4.4,2.0,Medium,Tier 3 (Specialty),15-30%,1.6,0.5,No,No
32029010,32,"Dyes, Pigments, Paint",INORGANIC TANNING SUBSTANCES,0.39,0.52,35.0,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32029020,32,"Dyes, Pigments, Paint","TANNING PREPARATIONS, WHETHER OR NOT      CONTAINING NATURAL TANNIN...",0.54,0.76,42.3,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32029030,32,"Dyes, Pigments, Paint",ENZYMATIC PREPARATIONS FOR PRE-TANNING,1.14,1.22,6.5,2.2,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32029090,32,"Dyes, Pigments, Paint",OTHR INORGANIC TANNING SUBSTANCES  N.E.S.,1.63,2.23,37.0,3.6,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
32030010,32,"Dyes, Pigments, Paint",CUTCH(CATECHU) EXTRACTS,1.21,2.03,67.2,7.2,Medium,Tier 2 (Dependent),30-50%,0.6,0.7,Yes,Yes
32030020,32,"Dyes, Pigments, Paint",FOOD COLOURS OTHER THAN SYNTHETIC,7.74,4.71,-39.2,4.0,Medium,Tier 3 (Specialty),15-30%,0.7,0.5,No,Yes
32030030,32,"Dyes, Pigments, Paint",LAC-DYE,0.1,0.17,62.7,7.2,Medium,Tier 2 (Dependent),30-50%,0.1,0.7,Yes,Yes
32030040,32,"Dyes, Pigments, Paint",NATURAL INDIGO,1.58,1.84,16.4,6.0,Medium,Tier 2 (Dependent),30-50%,0.6,0.7,Yes,Yes
32030090,32,"Dyes, Pigments, Paint",OTHER COLOURING MATTER OF ANIMAL ORIGIN,2.17,3.25,49.8,7.2,Medium,Tier 2 (Dependent),30-50%,1.0,0.7,Yes,Yes
32041111,32,"Dyes, Pigments, Paint",DISPERSE YELOW 13(DURANOL BRIL YELOW 6 G),0.37,0.84,127.1,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041119,32,"Dyes, Pigments, Paint",OTHER DISPERSE YELOW,3.95,3.12,-20.9,2.0,Medium,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
32041121,32,"Dyes, Pigments, Paint",DISPERSE ORANGE 11(DURANOL ORANGE G),0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041129,32,"Dyes, Pigments, Paint",OTHR DISPERSE ORANGE,0.35,0.4,12.5,3.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041131,32,"Dyes, Pigments, Paint",DISPERSE RED 3(SERISOL FAST PINK B),0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041133,32,"Dyes, Pigments, Paint",DISPERSE RED 9(DURANOL RED GN),0.04,0.05,34.9,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041139,32,"Dyes, Pigments, Paint",OTHER DISPERSE RED,4.17,3.89,-6.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
32041141,32,"Dyes, Pigments, Paint",DISPERSE VIOLET 1(DURANOL VIOLET 2R),0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041142,32,"Dyes, Pigments, Paint",DISPRSE VIOLET 4(DURANOL BRILL VIOLET B),0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041143,32,"Dyes, Pigments, Paint",DISPRSE VIOLET 8(DURANOL BRILL VIOLET BR),0.02,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041149,32,"Dyes, Pigments, Paint",OTHER DISPERSE VIOLET,0.28,0.54,96.3,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041151,32,"Dyes, Pigments, Paint",DISPERSE BLUE 1(DURANOL BRILL BLUE CB),0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041152,32,"Dyes, Pigments, Paint",DISPRSE BLUE 3(DURANOL BRILL BLUE BBN,0.05,0.13,197.3,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041153,32,"Dyes, Pigments, Paint",DISPERSE BLUE 5(CELLITON FAST BLUE FFB),0.03,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041159,32,"Dyes, Pigments, Paint",OTHER DISPERSE BLUE,5.61,5.44,-2.9,2.0,Medium,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
32041191,32,"Dyes, Pigments, Paint",DISPERSE GREEN,0.0,0.0,78.9,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041192,32,"Dyes, Pigments, Paint",DISPERSE BROWN,0.06,0.16,169.3,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041193,32,"Dyes, Pigments, Paint",DISPERSE BLACK,0.97,0.81,-17.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041194,32,"Dyes, Pigments, Paint",DISPERSE BROWN MIXTURE,0.0,0.0,-87.1,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041195,32,"Dyes, Pigments, Paint",DISPERSE GRAY MIXTURE,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041196,32,"Dyes, Pigments, Paint",DISPERSE BLACK MIXTURE,1.65,1.39,-15.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041199,32,"Dyes, Pigments, Paint",OTHR DISPERSE DYES AND PREP BASED THEREON,2.26,2.13,-5.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
32041211,32,"Dyes, Pigments, Paint",ACID YELLOWS(AZO),0.16,0.26,60.5,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041212,32,"Dyes, Pigments, Paint",ACID ORANGES(AZO),0.08,0.1,32.4,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041213,32,"Dyes, Pigments, Paint",ACID RED(AZO),1.65,1.31,-20.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041214,32,"Dyes, Pigments, Paint",ACID VIOLETS(AZO),2.36,4.53,91.9,3.6,Medium,Tier 3 (Specialty),15-30%,0.7,0.5,No,No
32041215,32,"Dyes, Pigments, Paint",ACID BLUES(AZO),0.43,0.36,-16.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041216,32,"Dyes, Pigments, Paint",ACID GREENS(AZO),0.05,0.06,15.0,3.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041217,32,"Dyes, Pigments, Paint",ACID BROWN(AZO),0.05,0.1,101.2,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041218,32,"Dyes, Pigments, Paint",ACID BLACKS(AZO),0.28,0.32,14.3,3.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041219,32,"Dyes, Pigments, Paint",OTHER AZO DYES,2.6,0.78,-70.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041222,32,"Dyes, Pigments, Paint",ACID GREN 27(GARBOLAN GREEN G),0.02,0.02,17.6,3.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041223,32,"Dyes, Pigments, Paint",ACID GREEN 28(CARBOLAN BRILL GREEN 5G),0.03,0.01,-81.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041229,32,"Dyes, Pigments, Paint","OTHER  ACID GREEN,(NON-AZO)",0.06,0.06,7.8,2.2,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041231,32,"Dyes, Pigments, Paint",ACID BLACK 2(NIGROSINE),0.01,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041239,32,"Dyes, Pigments, Paint",OTHER ACID BLACK (NON-AZO),0.03,0.0,-98.2,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041245,32,"Dyes, Pigments, Paint",ACID BLUE 45(SOLWAY BLUE RN),0.02,0.0,-83.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041259,32,"Dyes, Pigments, Paint",OTHERS ACID BLUE (NON-AZO),0.76,0.88,16.5,3.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041261,32,"Dyes, Pigments, Paint",MORDANT YELLOWS,0.13,0.02,-87.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
