HSN_Code,HSN_Chapter,Chapter_Name,Commodity,Import_FY24_25_USDmillions,Import_FY25_26_USDmillions,YoY_Growth_Percent,Base_Score,Chapter_Priority,Tier,Substitution_Potential,FY30_Savings_USDmillions,Confidence_Level,Quick_Win,Priority_Chemical
32041264,32,"Dyes, Pigments, Paint",MORDANT BLUES,0.01,0.0,-99.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041265,32,"Dyes, Pigments, Paint",MORDANT GREENS,0.01,0.0,-96.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041267,32,"Dyes, Pigments, Paint",MORDANT BLACKS,0.02,0.0,-100.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041268,32,"Dyes, Pigments, Paint",MORDANT RED II(ALIZARIN RED),0.0,0.0,-99.9,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041269,32,"Dyes, Pigments, Paint",OTHER MORDANT DYES,0.02,0.0,-97.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041291,32,"Dyes, Pigments, Paint",ACID YELLOWS(NON AZO),0.01,0.0,-90.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041293,32,"Dyes, Pigments, Paint",ACID RED(NON AZO),0.18,0.13,-29.2,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041294,32,"Dyes, Pigments, Paint",ACID VIOLETS(NON AZO),0.14,0.13,-6.6,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041299,32,"Dyes, Pigments, Paint",OTHER NON AZO ACID DYES,1.13,1.39,22.4,3.6,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041310,32,"Dyes, Pigments, Paint",BASIC AZO DYES,0.13,0.09,-32.2,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041321,32,"Dyes, Pigments, Paint",BASIC YELLOW 2 (AURAMINE O) NON AZO,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041329,32,"Dyes, Pigments, Paint",OTHER BASIC YELLOW (NON-AZO),0.23,0.24,4.0,2.2,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041331,32,"Dyes, Pigments, Paint",BASIC RED 1 (RHODAMINE 6 G) -NON AZO,0.04,1.17,2810.6,3.6,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041339,32,"Dyes, Pigments, Paint",OTHER BASIC RED(NON-AZO),1.54,1.56,1.4,2.2,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041341,32,"Dyes, Pigments, Paint",BASIC  VIOLET 1 (METHYL VIOLET) -NON AZO,0.01,0.0,-71.5,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041342,32,"Dyes, Pigments, Paint",BASIC  VIOLET 10 (RHODAMINE B)-NON AZO,0.01,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041343,32,"Dyes, Pigments, Paint",BASIC  VIOLET 14 (MAGENTA)-NON AZO,0.01,0.02,89.8,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041349,32,"Dyes, Pigments, Paint",OTHER BASIC VIOLET (NON-AZO),0.25,0.27,9.4,2.2,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041351,32,"Dyes, Pigments, Paint",BASIC BLUE 9 (METHYLENE BLUE) -NON-AZO,0.89,0.04,-95.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041359,32,"Dyes, Pigments, Paint",OTHER BASIC BLUE (NON-AZO),1.87,1.99,6.4,2.2,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
32041361,32,"Dyes, Pigments, Paint",BASIC GREEN 4 (MALACHITE GREEN)-NON-AZO,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041369,32,"Dyes, Pigments, Paint",OTHER BASIC GREEN  (NON-AZO),0.0,0.01,200.9,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041391,32,"Dyes, Pigments, Paint",BASIC ORANGES(NON-AZO),0.01,0.02,102.5,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041393,32,"Dyes, Pigments, Paint",BASIC BLACK(NON-AZO),0.02,0.01,-16.1,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041399,32,"Dyes, Pigments, Paint",OTHER NON-AZO BASIC DYES NES,0.68,0.54,-20.1,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041411,32,"Dyes, Pigments, Paint",DIRECT YELLOW 12 (CHRYSOPHENINE G)-AZO,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041419,32,"Dyes, Pigments, Paint",OTHER DIRECT YELLOW -AZO,0.15,0.02,-86.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041421,32,"Dyes, Pigments, Paint",DIRECT RED (CONGO RED) AZO,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041429,32,"Dyes, Pigments, Paint",OTHERS DIRECT RED (AZO),0.08,0.01,-84.6,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041431,32,"Dyes, Pigments, Paint",DIRECT BLUE 1(SKY BLUE FF) AZO,0.0,0.0,427.7,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041439,32,"Dyes, Pigments, Paint",OTHERS DIRECT BLUE (AZO),0.04,0.09,127.2,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041440,32,"Dyes, Pigments, Paint",DIRECT ORANGES (AZO),0.07,0.01,-92.6,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041450,32,"Dyes, Pigments, Paint",DIRECT GREEN (AZO),0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041460,32,"Dyes, Pigments, Paint",DIRECT BROWN (AZO),0.02,0.01,-36.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041470,32,"Dyes, Pigments, Paint",DIRECT BLACK (AZO),0.2,0.28,40.4,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041481,32,"Dyes, Pigments, Paint",DIRECT (NON AZO) YELLOWS,0.0,0.0,258.7,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041482,32,"Dyes, Pigments, Paint",DIRECT (NON AZO) ORANGES,0.0,0.0,-50.6,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041483,32,"Dyes, Pigments, Paint",DIRECT (NON AZO) REDS,0.0,0.01,429.9,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041484,32,"Dyes, Pigments, Paint",DIRECT (NON AZO) VIOLETS,0.07,0.16,119.5,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041485,32,"Dyes, Pigments, Paint",DIRECT (NON AZO) BLUES,0.01,0.01,-4.9,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041487,32,"Dyes, Pigments, Paint",DIRECT (NON AZO) BROWNS,0.01,0.02,333.7,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041488,32,"Dyes, Pigments, Paint",DIRECT (NON AZO) BLACKS,0.05,0.0,-90.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041489,32,"Dyes, Pigments, Paint",OTHER DIRECT NON AZO DYES,0.01,0.07,423.7,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041490,32,"Dyes, Pigments, Paint",OTHER DIRECT DYESAND PREP. BASED THEREON,0.1,0.1,-7.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041511,32,"Dyes, Pigments, Paint",VAT YELLOW 2 (GC),0.28,0.48,70.1,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041512,32,"Dyes, Pigments, Paint",VAT YELOW 4(INDANTHREN GOLDEN YELOW GK),0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041519,32,"Dyes, Pigments, Paint",OTHER VAT YELLOW,2.93,3.08,5.1,2.2,Medium,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
32041529,32,"Dyes, Pigments, Paint",OTHER VAT ORANGE,0.15,0.1,-32.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041531,32,"Dyes, Pigments, Paint",VAT RED (BRILL PINK),0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041539,32,"Dyes, Pigments, Paint",OTHER VAT RED,0.04,0.09,97.0,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041549,32,"Dyes, Pigments, Paint",OTHER VAT  VIOLET,0.0,0.0,-51.6,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041551,32,"Dyes, Pigments, Paint",VAT BLUE 1(SYNTHETIC INDIGO),35.17,38.7,10.0,3.0,Medium,Tier 3 (Specialty),15-30%,5.8,0.5,No,No
32041552,32,"Dyes, Pigments, Paint",VAT BLUE 4,0.55,0.32,-42.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041553,32,"Dyes, Pigments, Paint",VAT BLUE 5(BLUE 2B),0.02,0.04,68.6,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041554,32,"Dyes, Pigments, Paint",VAT BLUE 6(BLUE BC),0.03,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041557,32,"Dyes, Pigments, Paint",VAT BLUE 43(CARBAZOLE BLUE),1.82,0.73,-60.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041558,32,"Dyes, Pigments, Paint",REDUCED VAT BLUES,0.45,0.47,4.8,2.2,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041559,32,"Dyes, Pigments, Paint",OTHER VAT  BLUE,21.56,20.37,-5.5,2.0,Medium,Tier 3 (Specialty),15-30%,3.1,0.5,No,No
32041569,32,"Dyes, Pigments, Paint",OTHER VAT GREEN,0.37,0.68,84.3,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041572,32,"Dyes, Pigments, Paint",VAT BROWN 3(BROWN RGR),0.17,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041579,32,"Dyes, Pigments, Paint",OTHER VAT BROWN,0.02,0.02,-15.2,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041582,32,"Dyes, Pigments, Paint",VAT BLACK 25(OLIVE T),0.38,0.13,-65.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041589,32,"Dyes, Pigments, Paint",OTHER VAT BLACK,0.34,0.43,27.4,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041593,32,"Dyes, Pigments, Paint",SOLUBILISED VAT REDS,0.0,0.03,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041599,32,"Dyes, Pigments, Paint",OTHER VAT DYES,0.49,0.7,44.1,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041610,32,"Dyes, Pigments, Paint",REACTIVE YELLOWS,4.39,3.91,-10.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
32041620,32,"Dyes, Pigments, Paint",REACTIVE ORANGES,0.2,0.42,109.9,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041630,32,"Dyes, Pigments, Paint",REACTIVE REDS,5.24,3.81,-27.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
32041640,32,"Dyes, Pigments, Paint",REACTIVE VIOLETS,0.0,0.0,-93.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041650,32,"Dyes, Pigments, Paint",REACTIVE BLUES,19.87,15.88,-20.1,2.0,Medium,Tier 3 (Specialty),15-30%,2.4,0.5,No,No
32041660,32,"Dyes, Pigments, Paint",REACTIVE GREENS,0.04,0.3,620.8,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041670,32,"Dyes, Pigments, Paint",REACTIVE BROWNS,0.07,0.06,-23.9,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041680,32,"Dyes, Pigments, Paint",REACTIVE BLACKS,1.8,1.25,-30.1,2.0,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041690,32,"Dyes, Pigments, Paint",OTHER REACTIVE,5.07,3.79,-25.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
32041711,32,"Dyes, Pigments, Paint",PIGMENTS YELLOW 1(HANSA YELLOW),0.48,1.56,222.3,3.6,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041719,32,"Dyes, Pigments, Paint",OTHERS PIGMENT YELLOW (ORGANIC),25.31,21.18,-16.3,2.0,Medium,Tier 3 (Specialty),15-30%,3.2,0.5,No,No
32041720,32,"Dyes, Pigments, Paint",PIGMENT ORANGES,4.07,3.63,-10.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
32041731,32,"Dyes, Pigments, Paint",PIGMENT TOLUIDINE RED,0.18,0.35,96.0,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041739,32,"Dyes, Pigments, Paint",OTHERS PIGMENT RED,29.7,26.98,-9.1,2.0,Medium,Tier 3 (Specialty),15-30%,4.0,0.5,No,No
32041740,32,"Dyes, Pigments, Paint",PIGMENT VIOLETS,4.84,3.38,-30.1,2.0,Medium,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
32041751,32,"Dyes, Pigments, Paint",PIGMENT BLUE 15 (PATHALOCYANINE BLUE),1.91,1.67,-12.5,2.0,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
32041759,32,"Dyes, Pigments, Paint",OTHERS PIGMENT BLUE,5.34,4.51,-15.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.7,0.5,No,No
32041761,32,"Dyes, Pigments, Paint",PIGMENT GREEN 7 (PATHALOVYANINE GREEN),0.74,0.33,-55.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041769,32,"Dyes, Pigments, Paint",OTHERS PIGMENT GREEN,0.69,0.62,-9.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041770,32,"Dyes, Pigments, Paint",PIGMENT BROWNS,0.1,0.13,22.5,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041780,32,"Dyes, Pigments, Paint",PIGMENT BLACKS,1.24,0.96,-22.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041790,32,"Dyes, Pigments, Paint",OTHER PIGMENTS,23.82,25.24,6.0,2.2,Medium,Tier 3 (Specialty),15-30%,3.8,0.5,No,No
32041800,32,"Dyes, Pigments, Paint",CAROTENOID COLOURING MATTERS AND PREPARATION BASED THEREON,3.1,1.75,-43.6,2.0,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
32041911,32,"Dyes, Pigments, Paint",AZOIC COUPLNG COMPNT 2(NAPTHOL AS),1.41,1.48,5.3,2.2,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041912,32,"Dyes, Pigments, Paint",AZOIC COUPLNG COMPNT 4(NAPTHOL AS-BO),0.0,0.04,1591.7,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041916,32,"Dyes, Pigments, Paint",AZOIC COUPLNG COMPNT 13(NAPTHOL ASSG),0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041921,32,"Dyes, Pigments, Paint",AZOIC COUPLNG COMPNT 14(NAPTHOL ASPH),2.34,2.44,4.4,2.2,Medium,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
32041924,32,"Dyes, Pigments, Paint",AZOIC COUPLNG COMPNT 18(NAPTHOL ASD),0.18,0.13,-30.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041925,32,"Dyes, Pigments, Paint",AZOIC COUPLNG COMPNT 20(NAPTHOL ASOL),0.11,0.06,-49.4,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041929,32,"Dyes, Pigments, Paint",OTHER AZOIC COUPLNG COMPNT(NAPTHOL OTHERS),1.7,1.4,-17.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041933,32,"Dyes, Pigments, Paint",AZOIC DIAZO COMPNT 3(FST SCRLT GIGGS BASE),0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041935,32,"Dyes, Pigments, Paint",AZOIC DIAZO COMPNT 5 (FST RED B BASE),0.03,0.0,-98.5,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041938,32,"Dyes, Pigments, Paint",AZOIC DIAZO COMPNT 11(FST RED TR BASE),0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041941,32,"Dyes, Pigments, Paint",AZOIC DIAZO COMPNT 12 (FST SCRLT G BSE,0.97,1.14,17.5,3.0,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041949,32,"Dyes, Pigments, Paint",OTHR AZOIC DIAZO COMPNT(OTHR FST COLR BSE),0.58,0.76,31.2,3.6,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041951,32,"Dyes, Pigments, Paint",AZOIC YELLOWS,1.46,0.69,-52.5,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041952,32,"Dyes, Pigments, Paint",AZOIC ORANGES,0.14,0.07,-52.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041953,32,"Dyes, Pigments, Paint",AZOIC REDS,0.72,0.51,-29.2,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041954,32,"Dyes, Pigments, Paint",AZOIC VIOLETS,6.58,6.07,-7.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.9,0.5,No,No
32041955,32,"Dyes, Pigments, Paint",AZOIC BLUES,1.66,1.6,-3.9,2.0,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041956,32,"Dyes, Pigments, Paint",AZOIC GREENS,0.11,0.13,17.6,3.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041957,32,"Dyes, Pigments, Paint",AZOIC BROWNS,0.02,0.01,-53.1,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041958,32,"Dyes, Pigments, Paint",AZOIC BLACKS,0.2,0.24,21.8,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041959,32,"Dyes, Pigments, Paint",OTHER AZOIC COLOURS,0.45,0.37,-16.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041961,32,"Dyes, Pigments, Paint",SULPHUR YELLOWS,0.35,0.41,15.4,3.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041962,32,"Dyes, Pigments, Paint",SULPHUR ORANGES,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041963,32,"Dyes, Pigments, Paint",SULPHUR REDS,0.15,0.2,31.2,3.6,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041964,32,"Dyes, Pigments, Paint",SULPHUR BLUES,3.95,3.27,-17.1,2.0,Medium,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
32041965,32,"Dyes, Pigments, Paint",SULPHUR GREENS,0.28,0.23,-19.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041966,32,"Dyes, Pigments, Paint",SULPHUR BROWNS,0.28,0.13,-54.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041967,32,"Dyes, Pigments, Paint",SULPHUR BLACKS,4.3,5.32,23.8,3.6,Medium,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
32041969,32,"Dyes, Pigments, Paint",OTHER SULPHURS,3.54,3.44,-2.9,2.0,Medium,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
32041971,32,"Dyes, Pigments, Paint",SOLVENT BASED COLOURING MATTERS: YELLOWS,0.72,0.67,-6.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041972,32,"Dyes, Pigments, Paint",SOLVENT BASED COLOURING MATTERS: ORANGES,0.48,0.29,-40.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041973,32,"Dyes, Pigments, Paint",SOLVENT BASED COLOURING MATTERS: REDS,0.96,1.15,19.8,3.0,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041974,32,"Dyes, Pigments, Paint",SOLVENT BASED COLOURING MATTERS: VIOLETS,0.67,0.29,-56.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041975,32,"Dyes, Pigments, Paint",SOLVENT BASED COLOURING MATTERS: BLUES,2.51,1.31,-48.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32041976,32,"Dyes, Pigments, Paint",SOLVENT BASED COLOURING MATTERS: GREENS,4.13,2.94,-28.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
32041977,32,"Dyes, Pigments, Paint",SOLVENT BASED COLOURING MATTERS: BROWNS,0.05,0.03,-36.5,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041978,32,"Dyes, Pigments, Paint",SOLVENT BASED COLOURING MATTERS: BLACKS,0.46,0.39,-14.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32041979,32,"Dyes, Pigments, Paint",OTHER SOLVENT BASED COLOURING MATTERS,3.3,3.53,6.7,2.2,Medium,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
32041981,32,"Dyes, Pigments, Paint",FOOD COLOURING YELLOW 3 (SUNSET YELLOW),0.02,0.02,-1.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041982,32,"Dyes, Pigments, Paint",FOOD COLOURING YELLOW 4 (TARTRAZINE),0.1,0.01,-87.6,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041983,32,"Dyes, Pigments, Paint",FOOD COLOURING REDS 5 TO 8 (PONCEAN),0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041984,32,"Dyes, Pigments, Paint",FOOD COLOURING RED 9 (AMARANTH),0.0,0.01,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041987,32,"Dyes, Pigments, Paint",FOOD COLOURING GREENS,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041989,32,"Dyes, Pigments, Paint",OTHER FOOD COLOURING,0.02,0.01,-68.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32041990,32,"Dyes, Pigments, Paint",OTHR INCL MIXR OF COLRNG MATR OF TWO OR   MORE OF SUB-HDNG 320411 T...,5.51,6.64,20.6,3.6,Medium,Tier 3 (Specialty),15-30%,1.0,0.5,No,No
32042010,32,"Dyes, Pigments, Paint",0PTICAL WHITENING AGENTS,6.53,5.94,-9.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.9,0.5,No,No
32042090,32,"Dyes, Pigments, Paint",0THER FLU0RESCENT/BRIGHTENING AGENTS,13.72,12.69,-7.5,2.0,Medium,Tier 3 (Specialty),15-30%,1.9,0.5,No,No
32049000,32,"Dyes, Pigments, Paint",OTHR SYNTHETIC ORGANIC COLORNG MATTER,8.22,7.34,-10.7,2.0,Medium,Tier 3 (Specialty),15-30%,1.1,0.5,No,No
32050000,32,"Dyes, Pigments, Paint",COLR LAKES,8.74,6.49,-25.7,4.0,Medium,Tier 3 (Specialty),15-30%,1.0,0.5,No,Yes
32061110,32,"Dyes, Pigments, Paint",PEARSLNT PIGMNT (TITANIUM DIOXDE COTD     MICANNEOUS AND LUSTRE PRL...,616.15,462.55,-24.9,2.4,Medium,Tier 3 (Specialty),15-30%,69.4,0.5,No,No
32061190,32,"Dyes, Pigments, Paint",PEARLSNT PIGMNT COTD WTH OTHR PRL PIGMNT,564.76,463.01,-18.0,2.4,Medium,Tier 3 (Specialty),15-30%,69.5,0.5,No,No
32061900,32,"Dyes, Pigments, Paint",OTHR CLRNG MATR CNTNG <80% TITNIUM DIOXLDE,51.79,58.79,13.5,3.0,Medium,Tier 2.5 (Quick-win),60-75%,35.3,0.8,Yes,No
32062000,32,"Dyes, Pigments, Paint",PIGMNTS AND PRPTNS BASD ON CHROM COMPND,1.83,1.76,-3.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
32064100,32,"Dyes, Pigments, Paint",ULTRAMARIN AND PRPTNS BASD THEREON,2.05,1.52,-25.8,2.0,Medium,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
32064200,32,"Dyes, Pigments, Paint",LITHOPHONE AND OTHR PIGMNTS AND             PREPARATIONSBASD ON ZIN...,1.42,2.14,50.8,3.6,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
32064910,32,"Dyes, Pigments, Paint",RED OXIDE,0.11,1.9,1558.4,3.6,Medium,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
32064920,32,"Dyes, Pigments, Paint",PERSIAN RED,0.0,0.0,,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32064930,32,"Dyes, Pigments, Paint",YELLOW OCHER,0.63,0.51,-19.3,2.0,Medium,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
32064940,32,"Dyes, Pigments, Paint",BRONZE POWDER,3.05,2.5,-18.0,2.0,Medium,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
32064990,32,"Dyes, Pigments, Paint",OTHER PREPARATIONS,74.28,75.2,1.2,2.2,Medium,Tier 3 (Specialty),15-30%,11.3,0.5,No,No
32065000,32,"Dyes, Pigments, Paint",INORGNC PRDCT A KIND USD AS LUMINOPHORS,6.72,8.88,32.3,3.6,Medium,Tier 3 (Specialty),15-30%,1.3,0.5,No,No
32071010,32,"Dyes, Pigments, Paint",PREPARD ORGANIC DYESTUFF PIGMENTS DRY,2.16,2.64,22.4,3.6,Medium,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
32071020,32,"Dyes, Pigments, Paint",PREPARD ORGANIC DYESTUFF PIGMNTS PASTE,0.06,0.04,-41.7,2.0,Medium,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
32071030,32,"Dyes, Pigments, Paint",PREPARD INORGANIC PIGMENTS,2.07,2.98,43.8,3.6,Medium,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
32071040,32,"Dyes, Pigments, Paint","PREPARED OPACIFIERS,PREPARED COLOURS AND  SIMILAR PREPARATIONS.",50.39,54.48,8.1,2.2,Medium,Tier 3 (Specialty),15-30%,8.2,0.5,No,No
