market,symbol,trades,hit,revenue_gross_gains,gross_trading_profit,txn_costs,income_tax,net_income,capital_deployed,operating_income_ebit,geography
US,MITK,4,1.0,5645.574401156182,5645.574401156182,40.0,619.2936284598237,4986.280772696357,40000.0,5605.574401156182,United States
US,LILAK,3,1.0,5600.7667182146515,5600.7667182146515,30.0,615.4481391799574,4955.318579034694,30000.0,5570.7667182146515,United States
US,MRNA,3,1.0,5578.112894034173,5578.112894034173,30.0,612.9453860326036,4935.167508001569,30000.0,5548.112894034173,United States
US,XZO,2,1.0,5539.618897900576,5539.618897900576,20.0,609.7974213474401,4909.821476553136,20000.0,5519.618897900576,United States
US,KNSA,5,1.0,5544.295889246339,5544.29588924634,50.0,606.9997815712619,4887.296107675078,50000.0,5494.29588924634,United States
US,BJRI,5,1.0,5534.902090140254,5534.902090140255,50.0,605.961971791727,4878.940118348528,50000.0,5484.902090140255,United States
US,LILA,3,1.0,5499.885952257157,5499.885952257157,30.0,604.3030162860864,4865.5829359710715,30000.0,5469.885952257157,United States
US,KRUS,4,1.0,5497.811303583624,5497.811303583624,40.0,602.9690311394675,4854.842272444157,40000.0,5457.811303583624,United States
US,STTK,3,1.0,5476.431332229184,5476.431332229184,30.0,601.7117926751262,4844.7195395540575,30000.0,5446.431332229184,United States
US,PLMR,3,1.0,5464.534368663944,5464.534368663944,30.0,600.397437854958,4834.136930808987,30000.0,5434.534368663944,United States
US,EVC,4,1.0,5417.67415859038,5417.67415859038,40.0,594.1156256281532,4783.558532962226,40000.0,5377.67415859038,United States
US,MGTX,4,1.0,5402.501503990394,5402.501503990394,40.0,592.4393784413074,4770.062125549086,40000.0,5362.501503990394,United States
US,TXG,4,1.0,5395.664047098312,5395.664047098311,40.0,591.6839886837009,4763.9800584146105,40000.0,5355.664047098311,United States
US,ASTS,3,1.0,5368.1542538210115,5368.154253821011,30.0,589.7495386815665,4748.404715139444,30000.0,5338.154253821011,United States
US,ACIW,3,1.0,5329.628222155796,5329.628222155796,30.0,585.4932530214942,4714.134969134302,30000.0,5299.628222155796,United States
US,IQV,4,1.0,5334.848339286174,5334.848339286175,40.0,584.9651802863738,4709.883158999802,40000.0,5294.848339286175,United States
US,QDEL,1,1.0,5226.130908857438,5226.130908857438,10.0,576.2686222488617,4639.862286608576,10000.0,5216.130908857438,United States
