effect,coef,se,p,horizon,n,p_fdr
peg_value,11.775566395267887,15.672826567828256,0.4524501780366932,xret_T+252d,14406,0.998345388071379
fcf_yield,-2.9147424884182935e-13,1.0798517489955276e-12,0.7872213266902006,xret_T+252d,14406,0.998345388071379
eps_growth,-4.8415188419723165,98.12845578291603,0.9606494731180028,xret_T+252d,14406,0.998345388071379
roic_value,47.50140951200329,1551.2814879914094,0.9755719902596142,xret_T+252d,14406,0.998345388071379
fcf_margin,-7.6282886338607,31.639152914678398,0.809475435925822,xret_T+252d,14406,0.998345388071379
net_debt_ebitda,-6.2174080785737935,266.0523561443298,0.9813558410193035,xret_T+252d,14406,0.998345388071379
ev_sales,18.471988540449125,18.041908683971588,0.30591188137703307,xret_T+252d,14406,0.998345388071379
low_asset_growth,61.96956142938535,344.09850140715264,0.8570799457678806,xret_T+252d,14406,0.998345388071379
buyback_yield,-11.417744239640857,19.80828391724581,0.5643363364511853,xret_T+252d,14406,0.998345388071379
pe_value,18.603585193582184,17.681377385500262,0.29272751876540803,xret_T+252d,14406,0.998345388071379
quick_ratio,-16.77584538205185,420.711495463035,0.9681928306785257,xret_T+252d,14406,0.998345388071379
operating_profit_growth,71.63443356586923,113.27545949969587,0.5271311109154372,xret_T+252d,14406,0.998345388071379
debt_reduction_and_opgrowth,-13.02629940351668,18.579184401193725,0.4832260597261857,xret_T+252d,14406,0.998345388071379
golden_cross:darvas,-2.5277336970389643,2.277830146202829,0.26712348142311315,xret_T+252d,14406,0.998345388071379
golden_cross:reversal_weekly,2.504140131288818,39.86704431277432,0.9499159835358036,xret_T+252d,14406,0.998345388071379
golden_cross:pead_positive_surprise,9.280220733297693,55.49718217384832,0.8671972044410243,xret_T+252d,14406,0.998345388071379
golden_cross:debt_reduction,-15.634960355153398,21.44261115674406,0.46590761815825954,xret_T+252d,14406,0.998345388071379
golden_cross:net_margin,-5.666942708642916,22.356027224312918,0.7998925818718282,xret_T+252d,14406,0.998345388071379
golden_cross:operating_margin,9.939077032630838,21.522349668192895,0.6442228862869088,xret_T+252d,14406,0.998345388071379
golden_cross:pb_value,9.090964500589994,9.503442982520813,0.33877073265138336,xret_T+252d,14406,0.998345388071379
golden_cross:eps_growth,-7.665196254759117,69.94060528677119,0.9127299454969847,xret_T+252d,14406,0.998345388071379
golden_cross:net_debt_ebitda,11.208065321258015,10.108266851187624,0.2675156578759741,xret_T+252d,14406,0.998345388071379
golden_cross:quick_ratio,-4.579602523751688,9.662482828313838,0.6355304861031656,xret_T+252d,14406,0.998345388071379
golden_cross:operating_profit_growth,-4.518152588338934,39.34665099815876,0.9085803400757811,xret_T+252d,14406,0.998345388071379
darvas:reversal_weekly,18.97770192086918,23.430933397317403,0.41797339202367845,xret_T+252d,14406,0.998345388071379
darvas:reversal_monthly,3.4556337288909784,4.787731042291314,0.4704367837027068,xret_T+252d,14406,0.998345388071379
darvas:low_beta,-3.5133332743610595,2.7697305237247516,0.20462845700366594,xret_T+252d,14406,0.998345388071379
darvas:not_distress,-1.5225118985154822,7.8945574745064455,0.8470718320488148,xret_T+252d,14406,0.998345388071379
darvas:pead_positive_surprise,-25.870885275174473,51.59826382096588,0.6160962428391799,xret_T+252d,14406,0.998345388071379
darvas:operating_margin,18.18901652130271,18.018455195225798,0.3127512360762631,xret_T+252d,14406,0.998345388071379
darvas:pb_value,-5.992817330357715,7.560515171434344,0.4279836975764355,xret_T+252d,14406,0.998345388071379
darvas:eps_growth,62.74413794985574,68.25648027718992,0.3579696623645201,xret_T+252d,14406,0.998345388071379
darvas:net_debt_ebitda,-0.8075559534822112,8.606726619664853,0.9252454190654679,xret_T+252d,14406,0.998345388071379
darvas:low_asset_growth,6.514866404862766,10.660142079001234,0.5411052132898178,xret_T+252d,14406,0.998345388071379
darvas:quick_ratio,4.968862939312226,8.276751328413205,0.548279823125225,xret_T+252d,14406,0.998345388071379
darvas:operating_profit_growth,-46.54775290579402,39.5912699997144,0.23971178224011203,xret_T+252d,14406,0.998345388071379
new_highs:reversal_weekly,-11.184476018316873,21.330298059672764,0.6000372704470356,xret_T+252d,14406,0.998345388071379
new_highs:not_distress,-6.565005984400755,8.213182052991872,0.42410168708838114,xret_T+252d,14406,0.998345388071379
new_highs:pead_positive_surprise,0.08323298919593647,40.1364623820688,0.998345388071379,xret_T+252d,14406,0.998345388071379
new_highs:operating_margin,-17.98050484048517,16.77264738312349,0.2837139574533435,xret_T+252d,14406,0.998345388071379
new_highs:pb_value,-13.186173262265866,8.689799923383209,0.12915785927459073,xret_T+252d,14406,0.998345388071379
new_highs:eps_growth,-13.993516014966817,48.76829479407263,0.7741591805182275,xret_T+252d,14406,0.998345388071379
new_highs:net_debt_ebitda,-6.495072849629683,9.853065736275692,0.509771783556431,xret_T+252d,14406,0.998345388071379
new_highs:low_asset_growth,5.230185754526834,12.908779397915305,0.6853562216556515,xret_T+252d,14406,0.998345388071379
new_highs:quick_ratio,8.075492390933885,7.861278030503727,0.3043030869634311,xret_T+252d,14406,0.998345388071379
new_highs:operating_profit_growth,3.107173073611012,29.46704062978882,0.9160221454486417,xret_T+252d,14406,0.998345388071379
below_200dma:reversal_weekly,9.635068472148316,32.049501317402154,0.7636960125305146,xret_T+252d,14406,0.998345388071379
below_200dma:reversal_monthly,-5.29974382018464,5.087006967633447,0.2974953019179568,xret_T+252d,14406,0.998345388071379
below_200dma:not_distress,27.769275488866242,24.483046250290787,0.25670031080950206,xret_T+252d,14406,0.998345388071379
below_200dma:pead_positive_surprise,-42.60742456107064,103.7897057158919,0.6814268348688917,xret_T+252d,14406,0.998345388071379
below_200dma:debt_reduction,-36.80698214847418,62.3088987492938,0.5547094488243476,xret_T+252d,14406,0.998345388071379
below_200dma:net_margin,1.0212196783149734,42.336700349942575,0.9807557887324335,xret_T+252d,14406,0.998345388071379
below_200dma:operating_margin,-22.463750509728598,45.55949022716082,0.6219672734319386,xret_T+252d,14406,0.998345388071379
