symbol,suffix,ltp,change_pct,darvas,piotroski,coffee_can,cc_score,pegu_score,pegu_grade,market
BRIGHTBR,.BO,225.1,-0.73,IN_BOX,,,,25,D,IN
UNIVSTAR,.BO,208.0,-0.74,IN_BOX,,,,25,D,IN
SOLARA,.NS,568.05,-0.74,IN_BOX,,,,25,D,IN
RBZJEWEL,.NS,128.61,-0.74,IN_BOX,,,,25,D,IN
UMESLTD,.BO,5.55,-4.15,IN_BOX,,,,25,D,IN
SHANGAR,.BO,0.23,-4.17,IN_BOX,,,,25,D,IN
PRIMEURB,.BO,8.51,-4.17,IN_BOX,,,,25,D,IN
PURPLEWAVE,.BO,115.55,-4.19,IN_BOX,,,,25,D,IN
BLKASHYAP,.NS,54.59,-4.09,IN_BOX,,,,25,D,IN
MARGOFIN,.BO,65.97,-4.13,IN_BOX,,,,25,D,IN
VTMLTD,.BO,58.64,-4.14,IN_BOX,,,,25,D,IN
SMTEL,.BO,423.55,-4.15,IN_BOX,,,,25,D,IN
PRINCEPIPE,.NS,280.55,-4.05,IN_BOX,,,,25,D,IN
ARL,.BO,53.03,-4.05,IN_BOX,,,,25,D,IN
RAJPUTANA,.BO,34.35,-4.08,IN_BOX,,,,25,D,IN
UNITEDPOLY,.BO,32.15,-3.97,IN_BOX,,,,25,D,IN
BALUFORGE,.NS,453.95,-3.98,IN_BOX,,,,25,D,IN
MITTALSTL,.BO,30.0,-4.0,IN_BOX,,,,25,D,IN
MARSONS,.NS,112.44,-4.01,IN_BOX,,,,25,D,IN
STYLAMIND,.NS,3326.2,1.49,IN_BOX,,,,25,D,IN
WALCHPF,.BO,136.3,1.49,IN_BOX,,,,25,D,IN
TBOTEK,.NS,1460.8,1.49,IN_BOX,,,,25,D,IN
SUNSKY,.BO,43.75,1.48,IN_BOX,,,,25,D,IN
KAKATCEM,.BO,123.8,1.48,IN_BOX,,,,25,D,IN
VIRAT,.BO,399.8,1.48,IN_BOX,,,,25,D,IN
LOGICA,.BO,168.15,1.54,IN_BOX,,,,25,D,IN
GUJHOTE,.BO,184.9,1.54,IN_BOX,,,,25,D,IN
SHRICON,.BO,202.5,1.53,IN_BOX,,,,25,D,IN
INDBANK,.NS,33.74,1.53,IN_BOX,,,,25,D,IN
REGANTO,.BO,6.7,1.52,IN_BOX,,,,25,D,IN
ARYAVAN,.BO,48.98,1.51,IN_BOX,,,,25,D,IN
RUBYMILLS,.BO,340.95,1.5,IN_BOX,,,,25,D,IN
DRCSYSTEMS,.NS,14.21,-0.77,IN_BOX,,,,25,D,IN
RKDL,.NS,19.38,-0.77,IN_BOX,,,,25,D,IN
ADCOUNTY,.BO,101.95,-0.78,IN_BOX,,,,25,D,IN
SFPIL,.BO,8.93,-0.78,IN_BOX,,,,25,D,IN
AUROLAB,.BO,253.75,-0.78,IN_BOX,,,,25,D,IN
UYFINCORP,.NS,14.02,-0.78,IN_BOX,,,,25,D,IN
INDUSINDBK,.NS,918.95,-0.77,IN_BOX,,,,25,D,IN
RESGEN,.BO,50.55,-0.77,IN_BOX,,,,25,D,IN
TRIVENIGQ,.BO,6.48,-0.77,IN_BOX,,,,25,D,IN
ASIANTNE,.BO,8.99,-0.77,IN_BOX,,,,25,D,IN
COSMICCRF,.BO,1087.35,-0.77,IN_BOX,,,,25,D,IN
PURVA,.NS,212.97,-0.77,IN_BOX,,,,25,D,IN
VENKEYS,.NS,1421.5,-0.77,IN_BOX,,,,25,D,IN
DIGISPICE,.BO,19.37,-0.82,IN_BOX,,,,25,D,IN
MAZDOCK,.NS,2472.5,-0.82,IN_BOX,,,,25,D,IN
KCLINFRA,.BO,1.21,-0.82,IN_BOX,,,,25,D,IN
HINDAPL,.BO,119.99,-0.82,IN_BOX,,,,25,D,IN
ANTELOPUS,.NS,808.1,-0.82,IN_BOX,,,,25,D,IN
LYKALABS,.NS,69.85,-0.82,IN_BOX,,,,25,D,IN
RACLGEAR,.NS,1342.7,-0.8,IN_BOX,,,,25,D,IN
STARCEMENT,.NS,210.65,-0.8,IN_BOX,,,,25,D,IN
RRIL,.NS,18.28,-0.81,IN_BOX,,,,25,D,IN
SHRIRAMPPS,.NS,88.85,-0.81,IN_BOX,,,,25,D,IN
BANARBEADS,.NS,102.74,-0.81,IN_BOX,,,,25,D,IN
NYSSACORP,.BO,2.45,-0.81,IN_BOX,,,,25,D,IN
COMMOIETF,.NS,100.51,-0.8,IN_BOX,,,,25,D,IN
ANUHPHR,.NS,78.2,-0.8,IN_BOX,,,,25,D,IN
AMJLAND,.NS,38.66,-0.8,IN_BOX,,,,25,D,IN
COSCO,.BO,204.35,-0.8,IN_BOX,,,,25,D,IN
WIPL,.NS,174.52,1.47,IN_BOX,,,,25,D,IN
AYE,.NS,167.92,1.47,IN_BOX,,,,25,D,IN
KSSMART,.BO,155.45,1.47,IN_BOX,,,,25,D,IN
NESTLEIND,.NS,1402.6,1.45,IN_BOX,,,,25,D,IN
IGL,.NS,170.38,1.45,IN_BOX,,,,25,D,IN
SOMANYCERA,.NS,513.95,-0.79,IN_BOX,,,,25,D,IN
SAMTEX,.BO,1.48,-3.9,IN_BOX,,,,25,D,IN
BMW,.BO,56.83,-3.94,IN_BOX,,,,25,D,IN
TIERRA,.BO,37.02,-3.97,IN_BOX,,,,25,D,IN
JKAGRI,.BO,302.85,-3.86,IN_BOX,,,,25,D,IN
PANCM,.BO,93.25,-3.87,IN_BOX,,,,25,D,IN
UNIVASTU,.NS,85.15,-3.87,IN_BOX,,,,25,D,IN
RATNAMANI,.NS,2647.1,-3.87,IN_BOX,,,,25,D,IN
ZENTEC,.NS,1771.2,-3.89,IN_BOX,,,,25,D,IN
SUPERSPIN,.BO,5.27,4.36,IN_BOX,,,,25,D,IN
CREATIVE,.BO,543.95,4.36,IN_BOX,,,,25,D,IN
RICHUNV,.BO,11.5,4.36,IN_BOX,,,,25,D,IN
STARLENT,.BO,10.13,-3.8,IN_BOX,,,,25,D,IN
TRINITYLEA,.BO,10.98,4.57,IN_BOX,,,,25,D,IN
RANEHOLDIN,.NS,1644.2,4.48,IN_BOX,,,,25,D,IN
SESHAPAPER,.NS,223.36,4.44,IN_BOX,,,,25,D,IN
PROCLB,.BO,31.49,4.44,IN_BOX,,,,25,D,IN
FLOMIC,.BO,52.89,4.42,IN_BOX,,,,25,D,IN
SSWRL,.BO,19.47,4.4,IN_BOX,,,,25,D,IN
AGIIL,.NS,370.25,4.4,IN_BOX,,,,25,D,IN
ASINPET,.BO,9.17,1.66,IN_BOX,,,,25,D,IN
NVENTURES,.BO,107.35,1.66,IN_BOX,,,,25,D,IN
INDAG,.BO,84.97,1.64,IN_BOX,,,,25,D,IN
BANDARAM,.BO,30.33,1.64,IN_BOX,,,,25,D,IN
JPOLYINVST,.NS,1100.3,1.62,IN_BOX,,,,25,D,IN
HEALTHX,.NS,328.25,1.61,IN_BOX,,,,25,D,IN
SURYODAY,.NS,171.98,-0.86,IN_BOX,,,,25,D,IN
NEWTRAC,.BO,4.61,-0.86,IN_BOX,,,,25,D,IN
CYIENT,.NS,886.25,-0.86,IN_BOX,,,,25,D,IN
GRANULES,.NS,764.2,-0.86,IN_BOX,,,,25,D,IN
JUBLPHARMA,.NS,964.4,-0.86,IN_BOX,,,,25,D,IN
EPUJA,.BO,1.18,-0.84,IN_BOX,,,,25,D,IN
SBIETFQLTY,.NS,215.81,-0.85,IN_BOX,,,,25,D,IN
MINDTECK,.NS,205.49,-0.85,IN_BOX,,,,25,D,IN
CENTEXT,.NS,19.73,-0.85,IN_BOX,,,,25,D,IN
GIPCL,.NS,159.54,-0.85,IN_BOX,,,,25,D,IN
ALEMBICLTD,.NS,91.54,-0.82,IN_BOX,,,,25,D,IN
IFGLEXPOR,.NS,185.54,-0.83,IN_BOX,,,,25,D,IN
PNGSREVA,.NS,388.65,-0.83,IN_BOX,,,,25,D,IN
MEDPLUS,.NS,835.0,-0.83,IN_BOX,,,,25,D,IN
UNIECOM,.NS,89.48,-0.83,IN_BOX,,,,25,D,IN
TOTAL,.NS,50.34,-0.83,IN_BOX,,,,25,D,IN
SKYGOLD,.NS,499.15,-0.84,IN_BOX,,,,25,D,IN
CASPIAN,.BO,36.64,-0.84,IN_BOX,,,,25,D,IN
UFLEX,.NS,426.45,-0.88,IN_BOX,,,,25,D,IN
KOHINOOR,.NS,25.84,-0.88,IN_BOX,,,,25,D,IN
KSL,.NS,818.7,-0.88,IN_BOX,,,,25,D,IN
CNCRD,.BO,2802.45,-0.88,IN_BOX,,,,25,D,IN
BAJAJFINSV,.NS,1764.6,-0.89,IN_BOX,,,,25,D,IN
NMDC,.NS,84.94,-0.89,IN_BOX,,,,25,D,IN
DONEAR,.NS,90.58,-0.89,IN_BOX,,,,25,D,IN
DATAMATICS,.NS,799.8,-0.9,IN_BOX,,,,25,D,IN
AFLTD,.BO,45.01,-0.86,IN_BOX,,,,25,D,IN
INOXWIND,.NS,89.52,-0.86,IN_BOX,,,,25,D,IN
GGAUTO,.BO,149.45,-0.86,IN_BOX,,,,25,D,IN
INDORAMA,.NS,45.63,-0.87,IN_BOX,,,,25,D,IN
ELGIEQUIP,.NS,604.05,-0.87,IN_BOX,,,,25,D,IN
VISACHROME,.BO,42.29,-0.87,IN_BOX,,,,25,D,IN
RHL,.NS,177.3,-0.87,IN_BOX,,,,25,D,IN
RETAIL,.NS,18.2,1.56,IN_BOX,,,,25,D,IN
CUMMINSIND,.NS,5642.0,1.56,IN_BOX,,,,25,D,IN
STML,.BO,65.0,1.56,IN_BOX,,,,25,D,IN
APIS,.BO,60.81,-0.86,IN_BOX,,,,25,D,IN
HMAAGRO,.NS,21.98,-0.86,IN_BOX,,,,25,D,IN
BUILDPRO,.NS,1031.9,1.61,IN_BOX,,,,25,D,IN
ZODJRDMKJ,.BO,35.97,1.61,IN_BOX,,,,25,D,IN
DSFCL,.BO,23.61,1.59,IN_BOX,,,,25,D,IN
VOLLF,.BO,13.49,1.58,IN_BOX,,,,25,D,IN
USHAMART,.NS,473.1,1.57,IN_BOX,,,,25,D,IN
TUTIALKA,.BO,51.39,-0.94,IN_BOX,,,,25,D,IN
ADANIPORTS,.NS,1796.0,-0.95,IN_BOX,,,,25,D,IN
CENTRALBK,.NS,32.2,-0.95,IN_BOX,,,,25,D,IN
BOROSCI,.NS,154.84,-0.95,IN_BOX,,,,25,D,IN
OXFORDIN,.BO,14.56,-0.95,IN_BOX,,,,25,D,IN
HINDADH,.BO,302.75,-0.96,IN_BOX,,,,25,D,IN
SILVER1,.NS,21.6,-0.92,IN_BOX,,,,25,D,IN
TRITURBINE,.NS,669.35,-0.92,IN_BOX,,,,25,D,IN
3BBLACKBIO,.NS,1159.7,-0.92,IN_BOX,,,,25,D,IN
PUNJABCHEM,.NS,1031.9,-0.93,IN_BOX,,,,25,D,IN
INDRAMEDCO,.NS,385.45,-0.93,IN_BOX,,,,25,D,IN
BANCOINDIA,.NS,658.85,-0.91,IN_BOX,,,,25,D,IN
KANSAINER,.NS,212.41,-0.91,IN_BOX,,,,25,D,IN
ASHIMASYN,.NS,15.2,-0.91,IN_BOX,,,,25,D,IN
RHIM,.NS,376.2,-0.91,IN_BOX,,,,25,D,IN
RHFL,.BO,2.17,-0.91,IN_BOX,,,,25,D,IN
PREMCO,.NS,362.5,-0.92,IN_BOX,,,,25,D,IN
JSWDULUX,.NS,3199.1,-0.9,IN_BOX,,,,25,D,IN
PALASHSECU,.NS,91.62,-0.9,IN_BOX,,,,25,D,IN
ASIANENE,.NS,368.3,-0.9,IN_BOX,,,,25,D,IN
PURETROP,.BO,154.0,-0.9,IN_BOX,,,,25,D,IN
LPDC,.NS,6.55,-0.91,IN_BOX,,,,25,D,IN
CYBELEIND,.BO,48.62,-3.8,IN_BOX,,,,25,D,IN
AMBARPIL,.BO,184.25,4.66,IN_BOX,,,,25,D,IN
SICAPIT,.BO,20.68,4.66,IN_BOX,,,,25,D,IN
HITECHGEAR,.BO,588.0,4.65,IN_BOX,,,,25,D,IN
ASHRAM,.BO,6.31,4.64,IN_BOX,,,,25,D,IN
REGAL,.BO,16.75,4.62,IN_BOX,,,,25,D,IN
RECODE,.BO,199.85,4.61,IN_BOX,,,,25,D,IN
LINCOLN,.NS,631.55,4.6,IN_BOX,,,,25,D,IN
SKYLMILAR,.BO,15.96,-3.74,IN_BOX,,,,25,D,IN
STL,.BO,8.2,-3.76,IN_BOX,,,,25,D,IN
RAIN,.NS,185.49,-3.76,IN_BOX,,,,25,D,IN
RCAN,.BO,18.52,-3.79,IN_BOX,,,,25,D,IN
GHCLTEXTIL,.NS,92.59,-3.79,IN_BOX,,,,25,D,IN
WCIL,.NS,101.01,-3.8,IN_BOX,,,,25,D,IN
SKYIND,.BO,89.03,-3.71,IN_BOX,,,,25,D,IN
IPRINGLTD,.BO,126.9,-3.72,IN_BOX,,,,25,D,IN
SUTLEJTEX,.NS,37.28,-3.72,IN_BOX,,,,25,D,IN
BAMBINO,.BO,204.75,-3.72,IN_BOX,,,,25,D,IN
MAZDA,.NS,235.66,-3.72,IN_BOX,,,,25,D,IN
RETAGGIO,.BO,62.0,-3.73,IN_BOX,,,,25,D,IN
VASWANI,.NS,53.5,-3.69,IN_BOX,,,,25,D,IN
SYLPH,.BO,0.26,-3.7,IN_BOX,,,,25,D,IN
POONADAL,.BO,62.49,-3.7,IN_BOX,,,,25,D,IN
WELCURE,.BO,0.26,-3.7,IN_BOX,,,,25,D,IN
FGP,.BO,11.93,-3.71,IN_BOX,,,,25,D,IN
MANALIPETC,.NS,63.53,-3.71,IN_BOX,,,,25,D,IN
CMPDI,.NS,248.82,-3.71,IN_BOX,,,,25,D,IN
BANASFN,.BO,7.03,1.74,IN_BOX,,,,25,D,IN
SUPTANERY,.BO,7.06,1.73,IN_BOX,,,,25,D,IN
RATHIBAR,.BO,21.33,1.72,IN_BOX,,,,25,D,IN
ALPHALOGIC,.BO,44.97,1.72,IN_BOX,,,,25,D,IN
CHOWGULSTM,.BO,23.61,1.72,IN_BOX,,,,25,D,IN
SSFLPP,.BO,124.5,1.72,IN_BOX,,,,25,D,IN
PLAZACABLE,.BO,47.92,1.72,IN_BOX,,,,25,D,IN
SVPGLOB,.BO,4.0,-0.99,IN_BOX,,,,25,D,IN
BALAJITELE,.NS,88.26,1.76,IN_BOX,,,,25,D,IN
GSLSU,.NS,45.72,1.76,IN_BOX,,,,25,D,IN
IFBIND,.NS,1278.4,1.76,IN_BOX,,,,25,D,IN
KEIL,.BO,16.81,1.76,IN_BOX,,,,25,D,IN
PVVINFRA,.BO,3.5,1.74,IN_BOX,,,,25,D,IN
KESARENT,.BO,6.45,1.74,IN_BOX,,,,25,D,IN
CALCOM,.BO,80.0,-0.98,IN_BOX,,,,25,D,IN
NAHARCAP,.NS,252.5,-0.98,IN_BOX,,,,25,D,IN
BHANDARI,.BO,3.03,-0.98,IN_BOX,,,,25,D,IN
ANJANI,.BO,23.16,-0.98,IN_BOX,,,,25,D,IN
AAYUSH,.BO,27.14,-0.99,IN_BOX,,,,25,D,IN
CNL,.NS,731.6,-0.99,IN_BOX,,,,25,D,IN
ADMACH,.BO,300.1,-0.96,IN_BOX,,,,25,D,IN
DCMSRIND,.NS,37.93,-0.97,IN_BOX,,,,25,D,IN
APEX,.NS,407.8,-0.97,IN_BOX,,,,25,D,IN
JOINDRE,.BO,48.79,-0.97,IN_BOX,,,,25,D,IN
CSLFINANCE,.NS,225.97,-0.97,IN_BOX,,,,25,D,IN
IRONWOOD,.BO,43.82,-0.97,IN_BOX,,,,25,D,IN
ANSALHSG,.BO,6.73,-1.03,IN_BOX,,,,25,D,IN
PAKKA,.NS,80.97,-1.03,IN_BOX,,,,25,D,IN
UNIMECH,.NS,1135.4,-1.03,IN_BOX,,,,25,D,IN
MADHAVIPL,.NS,8.59,-1.04,IN_BOX,,,,25,D,IN
RELIABLE,.NS,151.84,-1.04,IN_BOX,,,,25,D,IN
RATNAVEER,.NS,180.51,-1.04,IN_BOX,,,,25,D,IN
ACTIVE,.BO,119.5,-1.04,IN_BOX,,,,25,D,IN
JISLDVREQS,.NS,24.39,-1.01,IN_BOX,,,,25,D,IN
PFC,.NS,432.65,-1.02,IN_BOX,,,,25,D,IN
BHARAT,.BO,24.3,-1.02,IN_BOX,,,,25,D,IN
SALORAINTL,.BO,29.0,-1.02,IN_BOX,,,,25,D,IN
JKLAKSHMI,.NS,594.6,-1.02,IN_BOX,,,,25,D,IN
TITANIN,.BO,0.97,-1.02,IN_BOX,,,,25,D,IN
PFIZER,.NS,4460.7,-1.03,IN_BOX,,,,25,D,IN
ALFAICA,.BO,79.0,-1.0,IN_BOX,,,,25,D,IN
SHEKHAWATI,.BO,13.88,-1.0,IN_BOX,,,,25,D,IN
SUGSLLOYD,.BO,123.5,-1.0,IN_BOX,,,,25,D,IN
RAINBOWF,.BO,40.0,-1.01,IN_BOX,,,,25,D,IN
AMBICAAGAR,.NS,24.55,-1.01,IN_BOX,,,,25,D,IN
MACPLASQ,.BO,270.75,-1.01,IN_BOX,,,,25,D,IN
GLCL,.BO,20.63,-1.01,IN_BOX,,,,25,D,IN
LAKSHMIMIL,.BO,7422.8,-1.01,IN_BOX,,,,25,D,IN
PREMIER,.BO,3.0,1.69,IN_BOX,,,,25,D,IN
PRAGBOS,.BO,1.82,1.68,IN_BOX,,,,25,D,IN
HINDWAREAP,.NS,250.63,1.68,IN_BOX,,,,25,D,IN
RAJABAH,.BO,5716.65,1.67,IN_BOX,,,,25,D,IN
EKAMLEA,.BO,6.1,1.67,IN_BOX,,,,25,D,IN
IVP,.NS,159.61,1.67,IN_BOX,,,,25,D,IN
HFIL,.BO,9.03,-0.99,IN_BOX,,,,25,D,IN
VARDMNPOLY,.NS,6.97,-0.99,IN_BOX,,,,25,D,IN
HAPPSTMNDS,.NS,342.45,-1.07,IN_BOX,,,,25,D,IN
BALKRISHNA,.NS,18.45,-1.07,IN_BOX,,,,25,D,IN
RCOM,.BO,0.92,-1.08,IN_BOX,,,,25,D,IN
LTM,.NS,3762.6,-1.08,IN_BOX,,,,25,D,IN
VINYLINDIA,.NS,257.0,-1.08,IN_BOX,,,,25,D,IN
GOURMET,.BO,14.0,-1.06,IN_BOX,,,,25,D,IN
WINSOMTX,.BO,92.67,-1.06,IN_BOX,,,,25,D,IN
PMCFIN,.BO,1.86,-1.06,IN_BOX,,,,25,D,IN
ONEGLOBAL,.BO,743.15,-1.07,IN_BOX,,,,25,D,IN
BIOCON,.NS,416.15,-1.07,IN_BOX,,,,25,D,IN
BCLIND,.NS,34.15,-1.07,IN_BOX,,,,25,D,IN
SINDHUTRAD,.NS,24.99,-1.07,IN_BOX,,,,25,D,IN
WHITEORG,.BO,3.76,-1.05,IN_BOX,,,,25,D,IN
OSIAJEE,.BO,403.85,-1.05,IN_BOX,,,,25,D,IN
CORALFINAC,.NS,31.65,-1.06,IN_BOX,,,,25,D,IN
AVANCE,.BO,0.95,-1.04,IN_BOX,,,,25,D,IN
ARCHIES,.NS,14.29,-1.04,IN_BOX,,,,25,D,IN
ORIENTPPR,.NS,17.11,-1.04,IN_BOX,,,,25,D,IN
YOGISUNG,.BO,7.62,-1.04,IN_BOX,,,,25,D,IN
CTE,.NS,31.18,-1.05,IN_BOX,,,,25,D,IN
SADBHIN,.BO,2.67,-3.61,IN_BOX,,,,25,D,IN
SECMARK,.NS,123.5,-3.65,IN_BOX,,,,25,D,IN
GLPL,.BO,43.25,-3.65,IN_BOX,,,,25,D,IN
GOCLCORP,.NS,408.8,-3.58,IN_BOX,,,,25,D,IN
JFL,.BO,28.05,-3.58,IN_BOX,,,,25,D,IN
TENNIND,.NS,578.8,-3.59,IN_BOX,,,,25,D,IN
MYMONEY,.BO,38.56,-3.6,IN_BOX,,,,25,D,IN
FIRSTFIN,.BO,8.3,-3.6,IN_BOX,,,,25,D,IN
BAJAJST,.NS,416.5,-3.6,IN_BOX,,,,25,D,IN
DHAMPURE,.BO,119.85,-3.54,IN_BOX,,,,25,D,IN
JAYKAY,.NS,174.19,-3.55,IN_BOX,,,,25,D,IN
ARENTERP,.NS,37.18,-3.55,IN_BOX,,,,25,D,IN
BAGFILMS,.NS,4.6,-3.56,IN_BOX,,,,25,D,IN
ZEEL,.NS,111.36,-3.57,IN_BOX,,,,25,D,IN
SCI,.NS,311.8,-3.5,IN_BOX,,,,25,D,IN
ALUFLUOR,.BO,456.2,-3.51,IN_BOX,,,,25,D,IN
PULSRIN,.BO,0.55,-3.51,IN_BOX,,,,25,D,IN
GSAUTO,.BO,14.51,-3.52,IN_BOX,,,,25,D,IN
SAINIK,.BO,36.0,-3.54,IN_BOX,,,,25,D,IN
HPL,.NS,366.15,-3.54,IN_BOX,,,,25,D,IN
SBIETFIT,.NS,305.3,1.84,IN_BOX,,,,25,D,IN
LOGICIEL,.BO,36.2,1.83,IN_BOX,,,,25,D,IN
TEMBO,.NS,554.35,1.82,IN_BOX,,,,25,D,IN
BESTEAST,.BO,11.73,1.82,IN_BOX,,,,25,D,IN
EUPHORIAIT,.BO,31.0,1.81,IN_BOX,,,,25,D,IN
PERVASIVE,.BO,3.39,1.8,NO_BOX,,,,25,D,IN
SHARDUL,.NS,29.03,1.86,IN_BOX,,,,25,D,IN
VEERKRUPA,.BO,0.55,1.85,IN_BOX,,,,25,D,IN
JAGAJITIND,.BO,140.7,1.85,IN_BOX,,,,25,D,IN
PRIMEFRESH,.BO,217.0,1.85,IN_BOX,,,,25,D,IN
CITICHEM,.BO,16.5,1.85,IN_BOX,,,,25,D,IN
BETXIND,.BO,468.5,1.85,IN_BOX,,,,25,D,IN
GOLDENTOBC,.BO,25.99,1.84,IN_BOX,,,,25,D,IN
BPLPHARMA,.BO,1350.05,1.84,IN_BOX,,,,25,D,IN
MAHALIFE,.BO,167.4,-1.09,IN_BOX,,,,25,D,IN
FOCUS,.NS,88.7,-1.09,IN_BOX,,,,25,D,IN
BNRSEC,.BO,16.4,-1.09,IN_BOX,,,,25,D,IN
RASIELEC,.BO,12.66,-1.09,IN_BOX,,,,25,D,IN
WAAREE,.BO,262.65,1.88,IN_BOX,,,,25,D,IN
SIEMENS,.NS,3627.9,1.86,IN_BOX,,,,25,D,IN
ASIIL,.BO,25.34,-1.09,IN_BOX,,,,25,D,IN
ULTRACAB,.BO,7.29,-1.09,IN_BOX,,,,25,D,IN
ESSEX,.BO,42.73,-1.09,IN_BOX,,,,25,D,IN
BAZELINTER,.BO,19.01,-1.09,IN_BOX,,,,25,D,IN
NATHBIOGEN,.NS,168.4,-1.13,IN_BOX,,,,25,D,IN
TEXMOPIPES,.NS,46.18,-1.13,IN_BOX,,,,25,D,IN
BOSCH-HCIL,.NS,1370.4,-1.13,IN_BOX,,,,25,D,IN
JOJO,.BO,215.9,-1.14,IN_BOX,,,,25,D,IN
VELJAN,.NS,1212.1,-1.14,IN_BOX,,,,25,D,IN
IRCON,.NS,134.16,-1.11,IN_BOX,,,,25,D,IN
DEVX,.NS,35.72,-1.11,IN_BOX,,,,25,D,IN
AMWILL,.BO,44.5,-1.11,IN_BOX,,,,25,D,IN
SJVN,.NS,72.09,-1.12,IN_BOX,,,,25,D,IN
ATLANTAELE,.NS,1812.0,-1.12,IN_BOX,,,,25,D,IN
KAMAHOLD,.NS,2607.2,-1.1,IN_BOX,,,,25,D,IN
INTEGFD,.BO,149.0,-1.1,IN_BOX,,,,25,D,IN
CDSL,.NS,1317.0,-1.1,IN_BOX,,,,25,D,IN
VINYOFL,.BO,51.92,-1.1,IN_BOX,,,,25,D,IN
CENTENKA,.NS,517.9,-1.11,IN_BOX,,,,25,D,IN
VIVANTA,.BO,1.78,-1.11,IN_BOX,,,,25,D,IN
BHILSPIN,.BO,125.0,1.79,IN_BOX,,,,25,D,IN
PRATIK,.BO,6.25,1.79,IN_BOX,,,,25,D,IN
ANJANIFOODS,.BO,17.05,1.79,IN_BOX,,,,25,D,IN
IVALUE,.NS,276.23,1.77,IN_BOX,,,,25,D,IN
LANDMARC,.BO,1.8,-1.1,IN_BOX,,,,25,D,IN
INTELLECT,.NS,747.05,-1.1,IN_BOX,,,,25,D,IN
SEYAIND,.BO,13.3,1.99,IN_BOX,,,,25,D,IN
GLITTEKG,.BO,39.69,1.98,IN_BOX,,,,25,D,IN
PACE,.BO,16.0,1.98,IN_BOX,,,,25,D,IN
SHIVALIK,.BO,214.9,1.97,IN_BOX,,,,25,D,IN
AFCONS,.NS,319.35,1.95,IN_BOX,,,,25,D,IN
TECH,.NS,30.08,1.93,IN_BOX,,,,25,D,IN
POWERMECH,.NS,2760.1,-1.17,IN_BOX,,,,25,D,IN
KRITI,.BO,70.35,-1.17,IN_BOX,,,,25,D,IN
ORIENTTECH,.NS,248.95,-1.17,IN_BOX,,,,25,D,IN
REALECO,.BO,4.25,-1.16,IN_BOX,,,,25,D,IN
SAHARAHOUS,.BO,39.3,-1.16,IN_BOX,,,,25,D,IN
QPOWER,.BO,1259.65,-1.16,IN_BOX,,,,25,D,IN
EASTWEST,.BO,2.55,-1.16,IN_BOX,,,,25,D,IN
SHIVAM,.BO,113.0,-1.14,IN_BOX,,,,25,D,IN
HGS,.NS,420.25,-1.14,IN_BOX,,,,25,D,IN
ANANTRAJ,.NS,522.55,-1.14,IN_BOX,,,,25,D,IN
LANDSMILL,.NS,0.86,-1.15,IN_BOX,,,,25,D,IN
JYOTIRES,.BO,1010.65,-1.15,IN_BOX,,,,25,D,IN
63MOONS,.NS,669.5,-1.16,IN_BOX,,,,25,D,IN
FACT,.NS,890.0,-1.16,IN_BOX,,,,25,D,IN
GTNTEX,.BO,8.63,-3.47,IN_BOX,,,,25,D,IN
ADTECH,.BO,58.16,-3.47,IN_BOX,,,,25,D,IN
AGROPHOS,.NS,30.32,-3.47,IN_BOX,,,,25,D,IN
PLATIND,.NS,221.14,-3.48,IN_BOX,,,,25,D,IN
ASTRON,.BO,3.86,-3.5,IN_BOX,,,,25,D,IN
CENTRUM,.NS,21.83,-3.41,IN_BOX,,,,25,D,IN
VIKASPROP,.BO,0.28,-3.45,IN_BOX,,,,25,D,IN
SATIN,.NS,231.03,-3.46,IN_BOX,,,,25,D,IN
TERAI,.BO,129.0,-3.37,IN_BOX,,,,25,D,IN
SURAJ,.BO,228.0,-3.37,IN_BOX,,,,25,D,IN
GROBTEA,.NS,912.1,-3.38,IN_BOX,,,,25,D,IN
BRIGADE,.NS,525.2,-3.38,IN_BOX,,,,25,D,IN
CFEL,.BO,35.5,-3.4,IN_BOX,,,,25,D,IN
IGCL,.NS,59.39,-3.4,IN_BOX,,,,25,D,IN
KRONOX,.NS,153.12,4.09,IN_BOX,,,,25,D,IN
SIIL,.BO,13.52,4.08,IN_BOX,,,,25,D,IN
GALAGEX,.BO,63.47,4.07,IN_BOX,,,,25,D,IN
ORTEL,.BO,1.54,4.05,IN_BOX,,,,25,D,IN
GNA,.NS,436.7,4.05,IN_BOX,,,,25,D,IN
CHLLTD,.BO,28.6,4.0,IN_BOX,,,,25,D,IN
INDCEMCAP,.BO,17.56,3.97,IN_BOX,,,,25,D,IN
SHREMETAL,.BO,38.83,-3.36,IN_BOX,,,,25,D,IN
CLEAN,.NS,779.05,-1.21,IN_BOX,,,,25,D,IN
LESHAIND,.BO,0.81,-1.22,IN_BOX,,,,25,D,IN
APL,.BO,81.0,-1.22,IN_BOX,,,,25,D,IN
RALLIS,.NS,227.52,-1.22,IN_BOX,,,,25,D,IN
RIR,.BO,162.55,-1.22,IN_BOX,,,,25,D,IN
RITCO,.NS,265.25,-1.19,IN_BOX,,,,25,D,IN
HCLTECH,.NS,1100.7,-1.19,IN_BOX,,,,25,D,IN
ASPINWALL,.NS,243.26,-1.19,IN_BOX,,,,25,D,IN
HINDHARD,.BO,831.55,-1.19,IN_BOX,,,,25,D,IN
