symbol,suffix,ltp,change_pct,darvas,piotroski,coffee_can,cc_score,pegu_score,pegu_grade,market
DHENUBUILD,.BO,11.02,1.94,BREAKOUT_BUY,,,,35,D,IN
ADCINDIA,.BO,2464.75,1.94,BREAKOUT_BUY,,,,35,D,IN
ONMOBILE,.NS,57.08,1.95,BREAKOUT_BUY,,,,35,D,IN
FLEXFO,.BO,49.39,1.96,BREAKOUT_BUY,,,,35,D,IN
MEGASTAR,.NS,351.85,1.96,BREAKOUT_BUY,,,,35,D,IN
APLLTD,.NS,771.5,-1.17,BREAKOUT_BUY,,,,35,D,IN
TPLPLASTEH,.NS,71.89,-1.17,BREAKOUT_BUY,,,,35,D,IN
JTLIND,.NS,77.42,-1.16,BREAKOUT_BUY,,,,35,D,IN
STARDELTA,.BO,663.0,-1.18,BREAKOUT_BUY,,,,35,D,IN
RCF,.NS,132.62,-1.18,BREAKOUT_BUY,,,,35,D,IN
AMIC,.BO,1806.35,1.95,BREAKOUT_BUY,,,,35,D,IN
PIGL,.NS,112.7,-1.07,BREAKOUT_BUY,,,,35,D,IN
ARCHITORG,.BO,58.36,-1.07,BREAKOUT_BUY,,,,35,D,IN
SUKHJITS,.NS,178.64,-1.09,BREAKOUT_BUY,,,,35,D,IN
BDL,.NS,1368.4,-1.09,BREAKOUT_BUY,,,,35,D,IN
PSPPROJECT,.NS,988.3,-1.1,BREAKOUT_BUY,,,,35,D,IN
IONEXCHANG,.NS,398.65,-1.04,BREAKOUT_BUY,,,,35,D,IN
DIVSHKT,.BO,49.05,-1.05,BREAKOUT_BUY,,,,35,D,IN
BASML,.NS,28.08,1.74,BREAKOUT_BUY,,,,35,D,IN
GABRIEL,.NS,1229.2,-0.99,BREAKOUT_BUY,,,,35,D,IN
SWSOLAR,.NS,246.68,-0.99,BREAKOUT_BUY,,,,35,D,IN
ABCAPITAL,.NS,390.8,-1.01,BREAKOUT_BUY,,,,35,D,IN
KPIL,.NS,1384.2,-1.0,BREAKOUT_BUY,,,,35,D,IN
MEESHO,.NS,186.45,-1.02,BREAKOUT_BUY,,,,35,D,IN
RUPA,.NS,167.18,-1.02,BREAKOUT_BUY,,,,35,D,IN
BORORENEW,.NS,615.7,1.73,BREAKOUT_BUY,,,,35,D,IN
CLN,.BO,447.6,1.73,BREAKOUT_BUY,,,,35,D,IN
BAJFINANCE,.NS,980.4,-1.06,BREAKOUT_BUY,,,,35,D,IN
RAJRILTD,.BO,22.46,2.0,BREAKOUT_BUY,,,,35,D,IN
DAIKAFFI,.BO,56.64,2.0,BREAKOUT_BUY,,,,35,D,IN
EMAINDIA,.BO,837.55,2.0,BREAKOUT_BUY,,,,35,D,IN
JAMNAAUTO,.NS,130.79,-1.24,BREAKOUT_BUY,,,,35,D,IN
SHISHIND,.BO,11.95,-1.24,BREAKOUT_BUY,,,,35,D,IN
HUHTAMAKI,.NS,197.0,-1.24,BREAKOUT_BUY,,,,35,D,IN
SWANAGRO,.BO,47.9,-1.24,BREAKOUT_BUY,,,,35,D,IN
INDUSFINL,.BO,133.75,1.98,BREAKOUT_BUY,,,,35,D,IN
LIKHITHA,.BO,256.75,-1.19,BREAKOUT_BUY,,,,35,D,IN
TANFACIND,.BO,2410.1,-1.22,BREAKOUT_BUY,,,,35,D,IN
TRANSRAILL,.NS,511.95,-1.21,BREAKOUT_BUY,,,,35,D,IN
TRIDENT,.NS,26.45,-1.23,BREAKOUT_BUY,,,,35,D,IN
IRIS,.NS,266.6,-1.22,BREAKOUT_BUY,,,,35,D,IN
REGENCY,.BO,38.96,-1.22,BREAKOUT_BUY,,,,35,D,IN
VIDYAWIRES,.NS,97.65,-1.23,BREAKOUT_BUY,,,,35,D,IN
MCFL,.BO,221.6,-1.23,BREAKOUT_BUY,,,,35,D,IN
SWANDEF,.BO,2187.4,2.01,BREAKOUT_BUY,,,,35,D,IN
KECL,.BO,113.15,1.98,BREAKOUT_BUY,,,,35,D,IN
JASCH,.BO,270.5,-1.1,BREAKOUT_BUY,,,,35,D,IN
CALSOFT,.BO,23.81,-1.12,BREAKOUT_BUY,,,,35,D,IN
GODIGIT,.NS,312.65,-1.14,BREAKOUT_BUY,,,,35,D,IN
NAVINFLUOR,.NS,7609.0,-1.16,BREAKOUT_BUY,,,,35,D,IN
CHEMBONDCH,.BO,213.0,-1.16,BREAKOUT_BUY,,,,35,D,IN
EUREKAI,.BO,13.16,1.86,BREAKOUT_BUY,,,,35,D,IN
LTELEVATOR,.BO,262.5,6.92,BREAKOUT_BUY,,,,35,D,IN
FRONTCORP,.BO,36.49,1.87,BREAKOUT_BUY,,,,35,D,IN
HDBFS,.NS,743.55,1.88,BREAKOUT_BUY,,,,35,D,IN
MMP,.NS,279.8,1.88,BREAKOUT_BUY,,,,35,D,IN
GREENCREST,.BO,0.55,1.85,BREAKOUT_BUY,,,,35,D,IN
GEEKAYWIRE,.NS,26.51,1.8,BREAKOUT_BUY,,,,35,D,IN
CHOICEIN,.NS,723.85,2.03,BREAKOUT_BUY,,,,35,D,IN
PARMAX,.BO,75.08,2.0,BREAKOUT_BUY,,,,35,D,IN
DUKEOFS,.BO,23.47,2.0,BREAKOUT_BUY,,,,35,D,IN
RLF,.BO,10.93,1.86,BREAKOUT_BUY,,,,35,D,IN
SRIGEE,.BO,87.38,3.37,BREAKOUT_BUY,,,,35,D,IN
WEL,.NS,97.28,3.38,BREAKOUT_BUY,,,,35,D,IN
INDIANHUME,.NS,332.55,3.39,BREAKOUT_BUY,,,,35,D,IN
LAL,.NS,9.17,3.27,BREAKOUT_BUY,,,,35,D,IN
TPINDIA,.BO,16.24,3.31,BREAKOUT_BUY,,,,35,D,IN
HCC,.NS,26.76,-2.26,BREAKOUT_BUY,,,,35,D,IN
OMINFRAL,.NS,87.05,-2.29,BREAKOUT_BUY,,,,35,D,IN
GOLKUNDIA,.BO,268.7,-1.58,BREAKOUT_BUY,,,,35,D,IN
ANG,.BO,42.83,3.43,BREAKOUT_BUY,,,,35,D,IN
JYOTICNC,.NS,761.45,-2.11,BREAKOUT_BUY,,,,35,D,IN
AJMERA,.NS,131.47,-2.12,BREAKOUT_BUY,,,,35,D,IN
JISLJALEQS,.NS,34.98,-2.18,BREAKOUT_BUY,,,,35,D,IN
AEL,.BO,126.2,-2.17,BREAKOUT_BUY,,,,35,D,IN
INDOSMC,.BO,375.9,-2.19,BREAKOUT_BUY,,,,35,D,IN
PATELENG,.NS,33.87,-2.19,BREAKOUT_BUY,,,,35,D,IN
EMMBI,.NS,96.16,-2.21,BREAKOUT_BUY,,,,35,D,IN
LOTUSDEV,.NS,150.69,3.4,BREAKOUT_BUY,,,,35,D,IN
GUJARATPOLY,.BO,81.91,-2.08,BREAKOUT_BUY,,,,35,D,IN
MERCURYEV,.BO,34.61,-1.98,BREAKOUT_BUY,,,,35,D,IN
SHANKARA,.BO,123.5,-1.98,BREAKOUT_BUY,,,,35,D,IN
GAUDIUMIVF,.BO,108.6,-1.99,BREAKOUT_BUY,,,,35,D,IN
ELANTAS,.NS,10540.0,-2.0,BREAKOUT_BUY,,,,35,D,IN
RRMETAL,.BO,56.35,-2.0,BREAKOUT_BUY,,,,35,D,IN
SADHNANIQ,.BO,2.94,-2.0,BREAKOUT_BUY,,,,35,D,IN
AMTL,.BO,20.33,3.36,BREAKOUT_BUY,,,,35,D,IN
BEARDSELL,.NS,31.1,-2.02,BREAKOUT_BUY,,,,35,D,IN
DACHEPALLI,.BO,86.39,2.85,BREAKOUT_BUY,,,,35,D,IN
DENTA,.NS,324.75,2.8,BREAKOUT_BUY,,,,35,D,IN
SHRIPISTON,.NS,4033.0,2.7,BREAKOUT_BUY,,,,35,D,IN
CWD,.BO,316.3,2.74,BREAKOUT_BUY,,,,35,D,IN
SIGACHI,.BO,24.9,-1.97,BREAKOUT_BUY,,,,35,D,IN
VERITAS,.BO,176.25,-1.97,BREAKOUT_BUY,,,,35,D,IN
SHREEREF,.BO,377.15,3.44,BREAKOUT_BUY,,,,35,D,IN
GNFC,.NS,546.85,-2.0,BREAKOUT_BUY,,,,35,D,IN
ALANSCOTT,.BO,350.9,3.6,BREAKOUT_BUY,,,,35,D,IN
PRODOCS,.BO,175.75,-2.36,BREAKOUT_BUY,,,,35,D,IN
GANDHAR,.NS,175.15,-2.39,BREAKOUT_BUY,,,,35,D,IN
SAMHI,.NS,179.85,-2.38,BREAKOUT_BUY,,,,35,D,IN
ROTO,.NS,74.37,-2.4,BREAKOUT_BUY,,,,35,D,IN
WPIL,.NS,493.55,-2.42,BREAKOUT_BUY,,,,35,D,IN
KOKUYOCMLN,.NS,88.48,-2.46,BREAKOUT_BUY,,,,35,D,IN
SCODATUBES,.NS,144.05,-2.26,BREAKOUT_BUY,,,,35,D,IN
MIDWEST,.BO,4444.4,3.22,BREAKOUT_BUY,,,,35,D,IN
MARINE,.NS,268.75,-2.33,BREAKOUT_BUY,,,,35,D,IN
EDELWEISS,.NS,122.45,-2.33,BREAKOUT_BUY,,,,35,D,IN
HILIKS,.BO,66.58,-2.35,BREAKOUT_BUY,,,,35,D,IN
AETHER,.NS,1325.1,-2.37,BREAKOUT_BUY,,,,35,D,IN
DEEPAKSP,.BO,127.9,3.9,BREAKOUT_BUY,,,,35,D,IN
KHAITANLTD,.BO,138.5,3.82,BREAKOUT_BUY,,,,35,D,IN
BRAWN,.BO,22.69,3.84,BREAKOUT_BUY,,,,35,D,IN
REFEX,.NS,348.95,3.21,BREAKOUT_BUY,,,,35,D,IN
RONI,.BO,41.54,3.2,BREAKOUT_BUY,,,,35,D,IN
UNRYLMA,.BO,15.0,3.02,BREAKOUT_BUY,,,,35,D,IN
SUNDRMFAST,.NS,929.0,3.03,BREAKOUT_BUY,,,,35,D,IN
MENNPIS,.NS,67.92,3.07,BREAKOUT_BUY,,,,35,D,IN
PANACHE,.NS,434.35,2.95,BREAKOUT_BUY,,,,35,D,IN
SKMEGGPROD,.NS,276.01,2.99,BREAKOUT_BUY,,,,35,D,IN
SHTL,.BO,86.0,3.61,BREAKOUT_BUY,,,,35,D,IN
INDSWFTLAB,.NS,200.9,3.65,BREAKOUT_BUY,,,,35,D,IN
CHRTEDCA,.BO,263.95,3.51,BREAKOUT_BUY,,,,35,D,IN
EVERFIN,.BO,112.85,3.53,BREAKOUT_BUY,,,,35,D,IN
GEE,.BO,117.42,3.45,BREAKOUT_BUY,,,,35,D,IN
GARUDA,.NS,179.27,-2.53,BREAKOUT_BUY,,,,35,D,IN
NITCO,.NS,108.25,-2.51,BREAKOUT_BUY,,,,35,D,IN
HARSHDEEP,.BO,85.01,-2.51,BREAKOUT_BUY,,,,35,D,IN
JSWINFRA,.NS,329.9,-2.51,BREAKOUT_BUY,,,,35,D,IN
FMNL,.BO,11.2,3.61,BREAKOUT_BUY,,,,35,D,IN
SHRYDUS,.BO,3.85,3.49,BREAKOUT_BUY,,,,35,D,IN
FINCABLES,.NS,1116.5,-1.77,BREAKOUT_BUY,,,,35,D,IN
MGL,.NS,1174.6,-1.79,BREAKOUT_BUY,,,,35,D,IN
AMALGAM,.BO,100.0,-1.79,BREAKOUT_BUY,,,,35,D,IN
FOSECOIND,.NS,5191.4,-1.81,BREAKOUT_BUY,,,,35,D,IN
MADHUCON,.BO,6.37,-1.7,BREAKOUT_BUY,,,,35,D,IN
INDOFARM,.NS,144.69,-1.73,BREAKOUT_BUY,,,,35,D,IN
SHAKTIPUMP,.NS,580.9,-1.73,BREAKOUT_BUY,,,,35,D,IN
SANGHVIMOV,.NS,411.1,-2.08,BREAKOUT_BUY,,,,35,D,IN
ICIL,.NS,426.4,-1.73,BREAKOUT_BUY,,,,35,D,IN
RPTECH,.NS,780.9,2.47,BREAKOUT_BUY,,,,35,D,IN
SKFINDUS,.NS,2906.0,2.4,BREAKOUT_BUY,,,,35,D,IN
HOMEFIRST,.NS,1191.7,2.42,BREAKOUT_BUY,,,,35,D,IN
ARKADE,.NS,123.12,2.42,BREAKOUT_BUY,,,,35,D,IN
STDSHOE,.BO,17.5,2.34,BREAKOUT_BUY,,,,35,D,IN
NYKAA,.NS,301.35,-1.68,BREAKOUT_BUY,,,,35,D,IN
VIVAA,.BO,71.0,2.88,BREAKOUT_BUY,,,,35,D,IN
CHATHA,.BO,85.5,-1.72,BREAKOUT_BUY,,,,35,D,IN
SPLPETRO,.NS,740.5,-1.58,BREAKOUT_BUY,,,,35,D,IN
LANCER,.BO,11.74,-1.59,BREAKOUT_BUY,,,,35,D,IN
SHAHALLOYS,.NS,71.17,-1.59,BREAKOUT_BUY,,,,35,D,IN
ONELIFECAP,.BO,32.8,-1.59,BREAKOUT_BUY,,,,35,D,IN
ARVIND,.NS,547.25,-1.59,BREAKOUT_BUY,,,,35,D,IN
EMCURE,.NS,1880.2,2.18,BREAKOUT_BUY,,,,35,D,IN
COSMOFIRST,.NS,803.55,-1.54,BREAKOUT_BUY,,,,35,D,IN
LAOPALA,.NS,180.18,-1.76,BREAKOUT_BUY,,FAIL,,35,D,IN
HIKAL,.NS,214.93,-1.55,BREAKOUT_BUY,,,,35,D,IN
SIMMOND,.BO,188.85,-1.54,BREAKOUT_BUY,,,,35,D,IN
GICHSGFIN,.NS,159.7,-1.58,BREAKOUT_BUY,,,,35,D,IN
GLOSTERLTD,.NS,720.2,-1.83,BREAKOUT_BUY,,,,35,D,IN
MEGAMONT,.BO,162.0,-1.82,BREAKOUT_BUY,,,,35,D,IN
TUSALDAH,.BO,159.95,2.66,BREAKOUT_BUY,,,,35,D,IN
CEMAINFRA,.BO,4.59,2.68,BREAKOUT_BUY,,,,35,D,IN
IXIGO,.NS,189.83,2.64,BREAKOUT_BUY,,,,35,D,IN
ELECTCAST,.NS,78.6,-1.53,BREAKOUT_BUY,,,,35,D,IN
BOROLTD,.NS,237.31,2.57,BREAKOUT_BUY,,,,35,D,IN
AEROENTER,.NS,137.6,2.58,BREAKOUT_BUY,,,,35,D,IN
NAKSH,.BO,4.79,-1.84,BREAKOUT_BUY,,,,35,D,IN
NEWINFRA,.BO,2.15,-1.83,BREAKOUT_BUY,,,,35,D,IN
JMDVL,.BO,6.38,-1.85,BREAKOUT_BUY,,,,35,D,IN
INDIGOPNTS,.NS,1006.25,-2.1,BREAKOUT_BUY,,,,35,D,IN
HUBTOWN,.NS,209.79,-2.1,BREAKOUT_BUY,,,,35,D,IN
MENAMANI,.BO,7.47,2.89,BREAKOUT_BUY,,,,35,D,IN
INDTONER,.BO,291.5,3.15,BREAKOUT_BUY,,,,35,D,IN
ABREL,.NS,1346.7,3.16,BREAKOUT_BUY,,,,35,D,IN
SHARDAMOTR,.NS,829.75,-2.02,BREAKOUT_BUY,,,,35,D,IN
EQUIPPP,.BO,21.65,-2.04,BREAKOUT_BUY,,,,35,D,IN
VMART,.NS,762.1,-2.05,BREAKOUT_BUY,,,,35,D,IN
NIACL,.NS,184.63,-2.06,BREAKOUT_BUY,,,,35,D,IN
DENORA,.NS,929.4,-2.09,BREAKOUT_BUY,,,,35,D,IN
GVPTECH,.NS,7.04,-2.09,BREAKOUT_BUY,,,,35,D,IN
EMIL,.NS,119.14,-2.1,BREAKOUT_BUY,,,,35,D,IN
ONTIC,.BO,1.77,2.91,BREAKOUT_BUY,,,,35,D,IN
TCPLPACK,.NS,2997.3,2.81,BREAKOUT_BUY,,,,35,D,IN
NACLIND,.NS,205.0,2.81,BREAKOUT_BUY,,,,35,D,IN
DHYAANITR,.BO,5.1,2.82,BREAKOUT_BUY,,,,35,D,IN
SBICARD,.NS,624.85,2.84,BREAKOUT_BUY,,,,35,D,IN
KESORAMIND,.BO,12.06,-1.95,BREAKOUT_BUY,,,,35,D,IN
SURATRAML,.BO,5.02,-1.95,BREAKOUT_BUY,,,,35,D,IN
CCCL,.NS,18.49,-1.96,BREAKOUT_BUY,,,,35,D,IN
CANTABIL,.NS,238.68,2.64,BREAKOUT_BUY,,,,35,D,IN
QLL,.BO,431.55,2.86,BREAKOUT_BUY,,,,35,D,IN
PRADPME,.NS,561.95,2.88,BREAKOUT_BUY,,,,35,D,IN
WORTH,.BO,4.17,-1.88,BREAKOUT_BUY,,,,35,D,IN
SANSTAR,.NS,125.04,-1.88,BREAKOUT_BUY,,,,35,D,IN
SHILGRAVQ,.BO,161.9,-1.91,BREAKOUT_BUY,,,,35,D,IN
RML,.NS,1041.4,-1.92,BREAKOUT_BUY,,,,35,D,IN
CARRARO,.NS,560.65,-1.93,BREAKOUT_BUY,,,,35,D,IN
SHYAMTEL,.BO,20.57,-1.95,BREAKOUT_BUY,,,,35,D,IN
SMR,.BO,102.8,-1.96,BREAKOUT_BUY,,,,35,D,IN
VPL,.BO,32.56,-13.38,IN_BOX,,,,25,D,IN
EPBIO,.BO,99.0,16.27,IN_BOX,,,,25,D,IN
SCAGRO,.BO,24.0,14.61,IN_BOX,,,,25,D,IN
GHUSHINE,.BO,15.5,10.71,IN_BOX,,,,25,D,IN
VCL,.NS,1.32,10.0,IN_BOX,,,,25,D,IN
ECOBOAR,.BO,58.47,9.99,IN_BOX,,,,25,D,IN
NWIL,.BO,27.65,9.98,IN_BOX,,,,25,D,IN
YUNIKM,.BO,7.3,9.77,IN_BOX,,,,25,D,IN
VISTAPH,.BO,6.95,-7.7,IN_BOX,,,,25,D,IN
DREDGECORP,.NS,1067.4,-7.82,IN_BOX,,,,25,D,IN
INDOEURO,.BO,10.32,-7.86,IN_BOX,,,,25,D,IN
SPENTA,.BO,101.25,-7.87,IN_BOX,,,,25,D,IN
TCIEXP,.NS,533.35,-13.37,IN_BOX,,,,25,D,IN
UNIVARTS,.BO,5.02,-7.89,IN_BOX,,,,25,D,IN
RKEC,.NS,27.42,-7.4,IN_BOX,,,,25,D,IN
TGIF,.BO,95.0,-7.32,IN_BOX,,,,25,D,IN
VENMAX,.BO,18.26,-8.1,IN_BOX,,,,25,D,IN
SIBARAUT,.BO,7.5,-7.18,IN_BOX,,,,25,D,IN
INOXINDIA,.NS,1872.9,-5.8,IN_BOX,,,,25,D,IN
AMBOAGRI,.BO,13.83,-5.85,IN_BOX,,,,25,D,IN
ARNOLD,.BO,13.38,-5.91,IN_BOX,,,,25,D,IN
ANNAINFRA,.BO,32.0,-5.94,IN_BOX,,,,25,D,IN
CHANDRIMA,.BO,6.15,9.63,IN_BOX,,,,25,D,IN
7TEC,.BO,39.95,9.6,IN_BOX,,,,25,D,IN
RAJKOTINV,.BO,45.44,8.71,IN_BOX,,,,25,D,IN
IITL,.NS,128.72,-5.67,IN_BOX,,,,25,D,IN
SHHARICH,.BO,108.4,-5.7,IN_BOX,,,,25,D,IN
CSL,.BO,13.2,-5.71,IN_BOX,,,,25,D,IN
EXPOEAPL,.BO,60.36,-5.76,IN_BOX,,,,25,D,IN
PGCRL,.BO,122.0,-5.79,IN_BOX,,,,25,D,IN
VAHH,.BO,60.55,-5.8,IN_BOX,,,,25,D,IN
SUNLOC,.BO,67.01,-5.51,IN_BOX,,,,25,D,IN
SCOOBEEDAY,.BO,72.61,-5.55,IN_BOX,,,,25,D,IN
KGVL,.BO,53.0,-5.58,IN_BOX,,,,25,D,IN
GUJTERC,.BO,34.44,-5.62,IN_BOX,,,,25,D,IN
COLORCHIPS,.BO,12.29,-5.39,IN_BOX,,,,25,D,IN
CRANEINFRA,.BO,12.45,-5.4,IN_BOX,,,,25,D,IN
SHRDAIS,.BO,167.45,-5.42,IN_BOX,,,,25,D,IN
SARLAPOLY,.NS,99.49,0.44,IN_BOX,,,,25,D,IN
SHALPAINTS,.NS,52.11,0.44,IN_BOX,,,,25,D,IN
PENIND,.NS,162.3,0.43,IN_BOX,,,,25,D,IN
SATIA,.NS,55.79,0.43,IN_BOX,,,,25,D,IN
INDBNK,.BO,46.21,0.43,IN_BOX,,,,25,D,IN
MEIL,.BO,302.0,0.43,IN_BOX,,,,25,D,IN
KALYANKJIL,.NS,377.8,0.43,IN_BOX,,,,25,D,IN
INDPRUD,.NS,6529.0,0.45,IN_BOX,,,,25,D,IN
BESTAGRO,.NS,15.58,0.45,IN_BOX,,,,25,D,IN
SIMPLEXINF,.NS,253.9,0.45,IN_BOX,,,,25,D,IN
BALKRISIND,.NS,2233.6,0.45,IN_BOX,,,,25,D,IN
BMWVENTLTD,.NS,57.87,0.45,IN_BOX,,,,25,D,IN
PRUDMOULI,.BO,15.77,0.45,IN_BOX,,,,25,D,IN
YASHRAJC,.BO,4.59,0.44,IN_BOX,,,,25,D,IN
SHUKRAPHAR,.BO,29.46,0.44,IN_BOX,,,,25,D,IN
SML100CASE,.NS,10.68,0.47,IN_BOX,,,,25,D,IN
HATSUN,.NS,917.55,0.46,IN_BOX,,,,25,D,IN
INDIAGLYCO,.NS,955.45,0.46,IN_BOX,,,,25,D,IN
DCI,.BO,271.95,0.46,IN_BOX,,,,25,D,IN
PGHH,.NS,9020.5,0.46,IN_BOX,,,,25,D,IN
SADBHAV,.NS,8.76,0.46,IN_BOX,,,,25,D,IN
WWALUM,.BO,19.59,0.46,IN_BOX,,,,25,D,IN
GROWWHOSPI,.NS,53.19,0.45,IN_BOX,,,,25,D,IN
MAKEINDIA,.NS,161.95,0.48,IN_BOX,,,,25,D,IN
NARPROP,.BO,37.68,0.48,IN_BOX,,,,25,D,IN
MONIFTY100,.NS,25.3,0.48,IN_BOX,,,,25,D,IN
RAWEDGE,.BO,21.0,0.48,IN_BOX,,,,25,D,IN
INANISEC,.BO,20.95,0.48,IN_BOX,,,,25,D,IN
DGCONTENT,.NS,27.73,0.47,IN_BOX,,,,25,D,IN
STAL,.BO,32.0,0.47,IN_BOX,,,,25,D,IN
BIZOTIC,.BO,701.85,0.47,IN_BOX,,,,25,D,IN
VAL30IETF,.NS,15.67,0.38,IN_BOX,,,,25,D,IN
RVNL,.NS,240.85,0.38,IN_BOX,,,,25,D,IN
VIPULORG,.BO,259.1,0.37,IN_BOX,,,,25,D,IN
ABB,.NS,6993.0,0.37,IN_BOX,,,,25,D,IN
MRTX,.BO,455.7,0.37,NO_BOX,,,,25,D,IN
DNAMEDIA,.NS,2.78,0.36,IN_BOX,,,,25,D,IN
BANKINDIA,.NS,144.72,0.4,IN_BOX,,,,25,D,IN
KALAMANDIR,.NS,109.98,0.39,IN_BOX,,,,25,D,IN
MCCHRLS-B,.NS,700.7,0.39,IN_BOX,,,,25,D,IN
JUSTO,.BO,85.5,0.39,IN_BOX,,,,25,D,IN
DYNPRO,.NS,235.2,0.38,IN_BOX,,,,25,D,IN
DTIL,.NS,139.01,0.38,IN_BOX,,,,25,D,IN
ASIANHOTNR,.NS,296.35,0.41,IN_BOX,,,,25,D,IN
IIFLCAPS,.NS,340.95,0.4,IN_BOX,,,,25,D,IN
RRETAIL,.BO,2.48,0.4,IN_BOX,,,,25,D,IN
TAINWALCHM,.NS,197.89,0.4,IN_BOX,,,,25,D,IN
ALICON,.NS,645.05,0.4,IN_BOX,,,,25,D,IN
GIANLIFE,.BO,5.0,0.4,IN_BOX,,,,25,D,IN
SYMPHONY,.NS,682.1,0.43,IN_BOX,,,,25,D,IN
JINDCAP,.BO,32.93,0.43,IN_BOX,,,,25,D,IN
TNIDETF,.NS,81.13,0.42,IN_BOX,,,,25,D,IN
HONASA,.NS,417.7,0.42,IN_BOX,,,,25,D,IN
LATENTVIEW,.NS,297.9,0.42,IN_BOX,,,,25,D,IN
SCDL,.BO,79.3,0.42,IN_BOX,,,,25,D,IN
MURUDCERA,.NS,32.12,0.41,IN_BOX,,,,25,D,IN
AMARJOTHI,.BO,165.55,0.52,IN_BOX,,,,25,D,IN
DLF,.NS,621.35,0.52,IN_BOX,,,,25,D,IN
ULTRACEMCO,.NS,11489.0,0.52,IN_BOX,,,,25,D,IN
INDIACEM,.NS,383.85,0.52,IN_BOX,,,,25,D,IN
SGFIN,.NS,587.15,0.52,IN_BOX,,,,25,D,IN
VJLAXMIE,.BO,37.79,0.51,IN_BOX,,,,25,D,IN
CEIGALL,.NS,382.2,0.51,IN_BOX,,,,25,D,IN
PGFOILQ,.BO,206.15,0.54,IN_BOX,,,,25,D,IN
B2BSOFT,.BO,24.37,0.54,IN_BOX,,,,25,D,IN
SUNSHIEL,.BO,1173.15,0.54,IN_BOX,,,,25,D,IN
FIEMIND,.NS,2229.1,0.53,IN_BOX,,,,25,D,IN
CNINFOTECH,.BO,96.0,0.52,IN_BOX,,,,25,D,IN
FORTISMLR,.BO,52.42,0.52,IN_BOX,,,,25,D,IN
SENSEXBEES,.BO,886.17,0.52,IN_BOX,,,,25,D,IN
KAKA,.BO,194.0,0.52,IN_BOX,,,,25,D,IN
LGEINDIA,.NS,1571.3,0.34,IN_BOX,,,,25,D,IN
GMRAIRPORT,.NS,108.44,0.34,IN_BOX,,,,25,D,IN
EMAMIREAL,.BO,85.99,0.33,IN_BOX,,,,25,D,IN
ALFREDHE,.BO,2850.0,0.55,IN_BOX,,,,25,D,IN
SALAUTO,.BO,183.55,0.55,IN_BOX,,,,25,D,IN
COVANCE,.BO,166.85,0.54,IN_BOX,,,,25,D,IN
GLOBAL,.NS,106.02,0.54,IN_BOX,,,,25,D,IN
LTGILTCASE,.NS,30.34,0.36,IN_BOX,,,,25,D,IN
PICCADIL,.NS,564.75,0.36,IN_BOX,,,,25,D,IN
PICCASUG,.BO,34.14,0.35,IN_BOX,,,,25,D,IN
GROARC,.BO,5.81,0.35,IN_BOX,,,,25,D,IN
LWSKNIT,.BO,17.06,0.35,IN_BOX,,,,25,D,IN
RAUNAQ,.BO,26.87,0.34,IN_BOX,,,,25,D,IN
CIEINDIA,.NS,471.3,0.3,IN_BOX,,,,25,D,IN
INFONATIVE,.BO,26.81,0.3,IN_BOX,,,,25,D,IN
KRN,.BO,1185.55,0.3,IN_BOX,,,,25,D,IN
MON50EQUAL,.NS,33.01,0.3,IN_BOX,,,,25,D,IN
TARSONS,.NS,259.03,0.3,IN_BOX,,,,25,D,IN
BKV,.BO,9.89,0.3,IN_BOX,,,,25,D,IN
WIPRO,.NS,175.0,0.3,IN_BOX,,,,25,D,IN
PRECOT,.NS,736.2,0.29,IN_BOX,,,,25,D,IN
NAVNETEDUL,.NS,141.46,0.31,IN_BOX,,,,25,D,IN
NIFTYCASE,.NS,9.64,0.31,IN_BOX,,,,25,D,IN
RUDRAECO,.BO,19.44,0.31,IN_BOX,,,,25,D,IN
SHALBY,.NS,172.15,0.31,IN_BOX,,,,25,D,IN
BALAJEE,.NS,29.29,0.31,IN_BOX,,,,25,D,IN
INFORTEC,.BO,80.75,0.31,IN_BOX,,,,25,D,IN
UGROCAP,.NS,98.04,0.31,IN_BOX,,,,25,D,IN
SHALIWIR,.BO,17.98,0.33,IN_BOX,,,,25,D,IN
UDS,.NS,181.27,0.32,IN_BOX,,,,25,D,IN
ADINATH,.BO,21.72,0.32,IN_BOX,,,,25,D,IN
AMRUTANJAN,.NS,537.3,0.32,IN_BOX,,,,25,D,IN
BIHSPONG,.BO,12.35,0.32,IN_BOX,,,,25,D,IN
SHYMINV,.BO,12.88,0.31,IN_BOX,,,,25,D,IN
MAGNAELQ,.BO,1078.35,0.31,IN_BOX,,,,25,D,IN
KAMANWALA,.BO,15.94,0.31,IN_BOX,,,,25,D,IN
DEEDEV,.BO,678.05,0.51,IN_BOX,,,,25,D,IN
COMFINTE,.NS,5.94,0.51,IN_BOX,,,,25,D,IN
BLUESTONE,.NS,533.15,0.51,IN_BOX,,,,25,D,IN
ALEXANDER,.BO,7.88,0.51,IN_BOX,,,,25,D,IN
TEAMLEASE,.NS,1450.2,0.51,IN_BOX,,,,25,D,IN
KREONFIN,.BO,66.39,0.51,IN_BOX,,,,25,D,IN
HANSUGAR,.BO,3.94,0.51,IN_BOX,,,,25,D,IN
NIF100BEES,.NS,265.91,0.59,IN_BOX,,,,25,D,IN
KAMOPAINTS,.NS,5.11,0.59,IN_BOX,,,,25,D,IN
