symbol,country,pegu_score,pegu_grade,darvas,piotroski,coffee_can,cc_score,n_product_codes,in_validated_universe,market
SAINT-GOBAIN,France,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,FR
SALZGITTER,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
SARTORIUS AG VZ,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
SBO AG,Austria,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,AT
SCHAEFFLER AG,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
SCHNEIDER ELECTRIC SE,France,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,FR
SCOR SE,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
SCOUT24 S.E,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
SEB,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
SFS GROUP AG,Switzerland,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,CH
SGS,Germany,43,C+,OPTIONS_ONLY,5,FAIL,2/4,2,0,DE
SGS S.A.,Switzerland,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,CH
SIEMENS,Germany,43,C+,OPTIONS_ONLY,5,FAIL,2/4,2,0,DE
SIEMENS ENERGY,Germany,43,C+,DIVIDEND_ONLY,5,FAIL,2/4,2,0,DE
SIG GROUP,Switzerland,43,C+,OPTIONS_ONLY,5,FAIL,2/4,2,0,CH
SIG Group,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
SIKA,Germany,43,C+,DIVIDEND_ONLY,5,FAIL,2/4,2,0,DE
SIXT SE,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
SKAND. EN. BANKEN [SEK],Sweden,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,SE
SNAM S.P.A.,Italy,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,IT
SOCIETE GENERALE S.A.,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
SODEXO SA,France,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,FR
SOITEC,France,43,C+,OPTIONS_ONLY,5,FAIL,2/4,2,0,FR
SOLVAY SA,Belgium,43,C+,OPTIONS_ONLY,5,FAIL,2/4,2,0,BE
SONOVA HOLDING AG,Switzerland,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,CH
SPIRAX GROUP PLC.,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
SSE PLC,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
STADLER RAIL,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
STMICROELECTRONICS,Netherlands,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,NL
STORA ENSO,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
STRABAG,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
STRATEC SE,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
STRAUMANN HOLDING,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
SUEDZUCKER,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
SULZER AG,Switzerland,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,CH
SWISS LIFE HOLDING AG,Switzerland,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,CH
SYMRISE AG,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
Sensirion Holding,Switzerland,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,CH
Siegfried Holding AG,Switzerland,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,CH
Siemens Energy,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
Swedbank [SEK],Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
TALANX AG,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
TELEFONICA,Spain,43,C+,OPTIONS_ONLY,5,FAIL,2/4,2,0,ES
TELEKOM AUSTRIA,Austria,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,AT
TELIA COMPANY AB,Sweden,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,SE
TERNA,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
TESCO PLC,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
THE SWATCH GROUP AG,Switzerland,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,CH
THYSSEN KRUPP AG,Germany,43,C+,OPTIONS_ONLY,5,FAIL,2/4,2,0,DE
THYSSENKRUPP TKMS BASKET,Germany,43,C+,OPTIONS_ONLY,5,FAIL,2/4,2,0,DE
TIETO CORPORATION,Finland,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,FI
TKMS,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
TOMTOM,Netherlands,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,NL
TOTALENERGIES,Germany,43,C+,OPTIONS_ONLY,5,FAIL,2/4,2,0,DE
TUI AG,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
Telia [SEK],Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
UBER TECHNOLOGIES,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
UNIBAIL-RODAMCO-WESTF,France,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,FR
UNICREDIT,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
UNIVERSAL MUSIC GROUP,Germany,43,C+,DIVIDEND_ONLY,5,FAIL,2/4,2,0,DE
UPM-KYMMENE OYI,Finland,43,C+,OPTIONS_ONLY,5,FAIL,2/4,2,0,FI
Universal Music Group,Netherlands,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,NL
VALLOUREC,France,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,FR
VALMET OYJ,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
VAT GROUP,Switzerland,43,C+,OPTIONS_ONLY,5,FAIL,2/4,2,0,CH
VEOLIA ENVIRONNEMENT,France,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,FR
VERBIO SE,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
VERBUND AG,Austria,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,AT
VERIZON COMMUNICATIONS,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
VIENNA INSURANCE GROUP,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
VONOVIA SE,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
VOPAK,Netherlands,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,NL
WACKER CHEMIE,Germany,43,C+,OPTIONS_ONLY,5,FAIL,2/4,2,0,DE
WOLTERS KLUWER,Netherlands,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,NL
WPP PLC,Germany,43,C+,FUTURES_ONLY,5,FAIL,2/4,2,0,DE
ZALANDO SE,Germany,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,DE
argenx,Netherlands,43,C+,OPTIONABLE_FUTURE,5,FAIL,2/4,2,0,NL
ING GROEP,Germany,35,C,DIVIDEND_ONLY,3,FAIL,1/4,4,0,DE
ALASKA AIR GROUP,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
AMD [EUR],Germany,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,DE
AMG CRITICAL MATERIALS,Netherlands,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,NL
AXA S.A.,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
Air France KLM DIVIDEND FUT,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
Air France-KLM,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
Air Liquide,Germany,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,DE
Air Liquide-SA,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
BCO BILBAO VIZC.ARGENT.,Spain,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,ES
BMW,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
BMW AG -ST-,Germany,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,DE
BMW VZ.,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
BNP Paribas S.A.,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
CVS HEALTH,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
CVS HEALTH CORP.,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
DWS Group,Germany,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,DE
Delta Air Lines,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
ENI S.p.A.,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
EVN,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
EVN AG,Austria,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,AT
Eni,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
FRESENIUS MED,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
GFT TECHNOLOGIES SE,Germany,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,DE
HUGO BOSS,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
IBM,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
IBM CORP,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
INTL CONS AIR,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
International Consolidated Air,Spain,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,ES
MLP SE,Germany,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,DE
OMV AG,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
OPTION ON LEG IMMOBILIEN SE,Germany,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,DE
PHY AIR LIQUIDE,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
PHY AXA,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
PHY BMW AG,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
PHY BNP PARIBAS,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
PHY Eni,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
PHY RWE,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
PHY SAP SE,Germany,28,C,FUTURES_ONLY,3,FAIL,1/4,1,1,DE
RWE AG -ST-,Germany,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,DE
SGL CARBON SE,Germany,28,C,OPTIONS_ONLY,3,FAIL,1/4,1,1,DE
WDP WAREHOUSES DE PAUW,Germany,28,C,DIVIDEND_ONLY,3,FAIL,1/4,1,1,DE
BANCO SABADELL,Germany,25,C,FUTURES_ONLY,3,FAIL,1/4,2,0,DE
BANCO SANTANDER S.A.,Germany,25,C,FUTURES_ONLY,3,FAIL,1/4,2,0,DE
Banco de Sabadell SA DIVIDEND FUT,Germany,25,C,DIVIDEND_ONLY,3,FAIL,1/4,2,0,DE
CGE - MICHELIN,Germany,25,C,DIVIDEND_ONLY,3,FAIL,1/4,2,0,DE
INTL. CONS. AIRLINE GRP,Germany,25,C,FUTURES_ONLY,3,FAIL,1/4,2,0,DE
NESTE CORP,Germany,25,C,DIVIDEND_ONLY,3,FAIL,1/4,2,0,DE
NOVARTIS SANDOZ BASKET,Germany,25,C,OPTIONS_ONLY,3,FAIL,1/4,2,0,DE
PRUDENTIAL,Germany,25,C,DIVIDEND_ONLY,3,FAIL,1/4,2,0,DE
SHB,Germany,25,C,DIVIDEND_ONLY,3,FAIL,1/4,2,0,DE
SKAND. EN. BANKEN,Germany,25,C,DIVIDEND_ONLY,3,FAIL,1/4,2,0,DE
SWEDBANK AB,Germany,25,C,DIVIDEND_ONLY,3,FAIL,1/4,2,0,DE
Stadler Rail,Germany,25,C,OPTIONS_ONLY,3,FAIL,1/4,2,0,DE
TELEFONICA S.A.,Germany,25,C,FUTURES_ONLY,3,FAIL,1/4,2,0,DE
VEOLIA,Germany,25,C,DIVIDEND_ONLY,3,FAIL,1/4,2,0,DE
VONOVIA,Germany,25,C,DIVIDEND_ONLY,3,FAIL,1/4,2,0,DE
VW VZ,Germany,25,C,OPTIONS_ONLY,3,FAIL,1/4,2,0,DE
VW VZ.,Germany,25,C,DIVIDEND_ONLY,3,FAIL,1/4,2,0,DE
WARTSILA,Germany,25,C,FUTURES_ONLY,3,FAIL,1/4,2,0,DE
3I (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
3I GROUP PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
3I Group PLC,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
3M,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
3M CO,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
3M CO DIVIDEND  FUTURE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
A2A SPA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
A2A SpA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ABB,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ABB - N. ANN.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ABB ACCELLERON BASKET,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
ABB [SEK],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
ABB-ACCELLERON BASKET,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
ABBVIE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ABBVIE INC,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ABBVIE INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ABERDEEN GROUP,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ABERDEEN GROUP (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ABN AMRO BANK N.V,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ABN AMRO BANK N.V.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ABN AMRO BANK NV,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ACCIONA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ACCIONA S.A.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ACCIONA SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ACCOR S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ACCOR SA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ACEA S.P.A.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ACS ACTIVIDADES CONS,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ACS SA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ADIDAS,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ADMIRAL (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ADMIRAL GRP,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ADYEN NV,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
AEDIFICA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AEGON LTD,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AENA SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
AENA SME,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AGEAS SA/NV,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AHOLD DELHAIZE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AIB GROUP PLC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
AIB Group PLC,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AIB Group PLC DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AKZO NOBEL,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
AKZO NOBEL N.V.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
AKZO NOBEL NV,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ALIBABA GROUP,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ALLREAL HOLDING AG,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
ALPHABET,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ALPHABET INC. REG SH. C,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ALPHABET INC. REG.SH.A,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ALPHABET [EUR],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
ALSO Holding,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
ALTRIA GROUP,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ALTRIA GROUP INC,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ALTRIA GROUP INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
AMADEUS IT GRP,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AMAZON.COM INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
AMAZON.COM [EUR],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
AMERICAN EXPRESS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AMERICAN EXPRESS CO.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
AMGEN,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AMGEN INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
AMPLIFON,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AMPLIFON S.P.A.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
AMUNDI S.A.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ANDRITZ AG,Austria,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,AT
ANGLO AMERICAN,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ANGLO AMERICAN (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ANHEUSER-BUSCH ADR,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ANHEUSER-BUSH INBEV,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ANTOFAGASTA (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ANTOFAGASTA PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
APERAM,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
APPLE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
APPLE [EUR],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
ARCADIS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ARCELOR MITTAL,Luxembourg,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,LU
ARGENX,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ARKEMA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ASM INTERNATIONAL NV,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
ASM International (mini),Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
ASM International N.V.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ASML Holding,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
ASML Holding (mini),Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
ASML Holding N.V.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ASOS,UK,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,GB
ASR NEDERLAND,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ASR Nederland,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
ASSICURAZIONI GENERALI DIV FUTURE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ASSOCIATED BRITISH FOOD,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ASSOCIATED BRITISH FOODS (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ASTRAZENECA (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ASTRAZENECA PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
ASTRAZENECA PLC DIVID.FUTURE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AT & T INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
AT&S AUSTRIA TECHN,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
AT&T,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AT&T INC,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AUTO1 GROUP,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AUTOMATIC D,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AUTOMATIC DATA P,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
AUTOMATIC DATA PROCESSING,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AUTOTRADER (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AUTOTRADER GROUP PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
AVIVA (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AZIMUT HOLDING,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AZIMUT HOLDING S.P.A.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Aalberts Industries,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Abivax,France,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FR
Acciona,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
Adecco,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Aedifica SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Aena SME S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Ahold Delhaize,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Aib Group PLC,Ireland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IE
Airbus,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Airbus SE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Akzo Nobel N.V,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Alcon,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Alfa Laval [SEK],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Alfen,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
Alstom S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
AlzChem Group,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Amadeus IT Group S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
American Airlines Group,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Amplifon,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
Amrize,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
Amrize AG,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Amundi S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Anglo American,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Anheuser Busch InBev,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
ArcelorMittal S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Ariston,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
Arkema,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Aroundtown SA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Aryzta,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Assa Abloy [SEK],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Assicurazioni Generali,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Associated British Foods,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Aston Martin,UK,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,GB
AstraZeneca [SEK],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Atlas Copco [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Atoss Software,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Aumovio,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Aurubis AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Austria Tech. & System,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
