symbol,country,pegu_score,pegu_grade,darvas,piotroski,coffee_can,cc_score,n_product_codes,in_validated_universe,market
Essity [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Eurazeo SE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Euronext NV,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
Evolution [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Evonik Industries,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Evonik Industries AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Exail Tech,France,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FR
Exosens,France,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,FR
Exxon Mobil [EUR],Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
FACC,Austria,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,AT
FDJ UNITED DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
FEDEX CORP.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FERRARI,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
FERROVIAL,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
FRAPORT,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
FRAPORT AG,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FREENET,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FREENET AG,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
FREEPORT-MCMORAN,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
FREEPORT-MCMORAN INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FRESENIUS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
FUT ON WERELDHAVE,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON ACERINOX S.A.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON ACS. ACT. DE CONSTR,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON BANCO BILBAO VIZCA.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON Banca Monte dei Paschi,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON Banco BPM,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON Ferrari,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON Geberit (10),Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON Givaudan (10),Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON INDITEX,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON Lonza Group (10),Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON Partners Group (10),Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON Porsche AG pref.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON Stellantis,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUT PHY ON Swisscom  (10),Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUTURES ON HERA SPA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
FUTURES ON RECORDATI SPA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Fagron,Belgium,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,BE
Ferrari N.V.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Ferrovial,Netherlands,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,NL
FinecoBank,Italy,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,IT
FinecoBank Banca Fineco SpA DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Finecobank Banca,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Finecobank Banca Fineco,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Fluidra SA,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
Flutter Entertainment,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Formycon,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Fortum Oyj,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Fraport AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Fresenius Medical,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Fresenius SE,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Fresenius SE & Co. KGaA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
GALENICA,Switzerland,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,CH
GEA,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
GEA GROUP,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
GEA Group,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
GEA Group AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
GEN DIGITAL INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
GENERAL ELECTRIC,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
GENERAL MILLS INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
GENRL MILLS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
GEORG FISCHER AG,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
GERRESHEIMER AG,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
GETLINK,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
GILEAD SCIENCES,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
GILEAD SCIENCES INC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
GLENCORE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
GLENCORE (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
GOLDMAN SACHS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
GOLDMAN SACHS GROUP INC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
GRAND CITY PROPRETIES,Luxembourg,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,LU
GRENKE,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
GRIFOLS SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
GRPE BRXLS LAMRT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
GSK (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Galenica,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Galp EnergiaS.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Geberit,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Geberit (10),Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Generali (100),Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Genmab,Denmark,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DK
Georg Fischer,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Getinge [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
Getlink SE,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Gilead Sciences Inc DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Givaudan,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Givaudan (mini),Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Glanbia,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Grand City Properties,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Grifols,Spain,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,ES
Grifols S.A.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
Grpe Bruxelles Lambert,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
H & M [SEK],Sweden,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,SE
HALEON (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HALLIBURTON CO.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
HALMA (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HAPAG-LLOYD,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HEIDELB.DRUCKM. AG,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
HEIDELBERG MATERIALS AG DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HEIDELBERGER DRUCKMA.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
HEINEKEN HOLDING,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
HELLOFRESH,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HELVETIA BALOISE HOLDING DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HENKEL AG & CO KGAA,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
HENKEL AG & CO. KGAA ST,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
HENKEL PREF.,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HERA,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HERMES,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HERMES INTERNATIONAL,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
HERMES INTERNATIONAL SA,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
HIAB,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
HIAB OYJ,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
HOCHTIEF AG,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HOME DEPOT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HONEYWELL INTERNAT,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
HONEYWELL INTERNATIONAL,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HP INC.,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
HSBC (GBX),Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HSBC HOLDINGS,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
HSBC HOLDINGS PLC,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
"HSBC HOLDINGS PLC ,",Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
HSBC Holdings,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Haleon,Germany,18,C,OPTIONS_ONLY,3,FAIL,1/4,1,0,DE
Haleon PLC,Germany,18,C,FUTURES_ONLY,3,FAIL,1/4,1,0,DE
Halliburton Co DIVIDEND FUT,Germany,18,C,DIVIDEND_ONLY,3,FAIL,1/4,1,0,DE
