symbol,country,darvas,piotroski,coffee_can,cc_score,has_ssf,has_sso,has_trf,has_div,n_product_codes,in_validated_universe,is_dax40,pegu_score,pegu_grade,market
PSP SWISS PROPERTY,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
PSP Swiss Property,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
PUBLIC STORAGE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
PUBLICIS GROUP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
PUMA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
PZU,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Palantir [EUR],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Partners Group (10),Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Partners Group Holding AG DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
PayPal Holdings [EUR],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Paychex Inc,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Pernod-Ricard S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Pfizer [EUR],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Porsche AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,1,18,C,DE
Porsche Autom. Hold.,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
Porsche Automobil,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Poste Italiane S.p.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
ProCredit Holding,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
ProSiebenSat.1 Media,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
ProSiebenSat.1 Media AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Prosus,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Prysmian,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Prysmian S.p.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Public Storage,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Publicis Groupe S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
QIAGEN N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
QT Group,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
QUADIENT,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
RAIFF. BANK INTERN.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
RANDSTAD,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
RATIONAL,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
RECKITT BENCKISER (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
REDEIA CORP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
REDEIA CORP DIVIDEND  FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
REDEIA CORP SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
REDEIA CORPOR.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
RELX (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
RENAULT SA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
RENK,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
RENTOKIL INITIAL (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
RENTOKIL INITIAL PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
REPLY,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
RIO TINTO,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
RIO TINTO (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
RIO TINTO PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ROCHE HOLDING AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
ROLLS-ROYCE (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
ROLLS-ROYCE HOLDINGS,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ROYAL CARRIBEAN GROUP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
RTL Group,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
RTX,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
RTX CORPORATION,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
RUBIS SCA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
RYANAIR,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
RYANAIR HOLDINGS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Raiffeisen Bank Intl,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Randstad NV,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Reckitt Benckiser,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Recordati,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Renault S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Renk Group,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Repsol S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Rexel S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Rexel SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Rheinmetall,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
Rheinmetall (mini),Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
Rheinmetall AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Rheinmetall DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,1,18,C,DE
Rio Tinto,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Rolls-Royce Holdings PLC DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Royal Carribean Group DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Rubis S.C.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Ryanair,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Ryanair Holdings PLC,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SACYR,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SAGE (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SAIPEM,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SALESFORCE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SALESFORCE.COM INC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SALVATORE FERRAGAMO SPA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SANDOZ GROUP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SANOFI-EUROAPI-DIVIDEND-BASKET FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
SARTORIUS  AG VZ,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,1,18,C,DE
SARTORIUS STEDIM BIOTECH,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
SARTORIUS VZ.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
SBM OFFSHORE,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SBM Offshore N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SCHINDLER HOLDING,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SCHINDLER HOLDING AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SCHNEIDER ELECTRIC SE DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
SCHRODERS (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SCHRODERS PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SCOUT24,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SEB SA,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
SEGRO (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SES GLOBAL,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SES Global S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SEVERN TREND,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
SEVERN TRENT (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SEVERN TRENT PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SGS SA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
SHB [SEK],Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SHELL PLC DIVID.FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
SHELL [USD],Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
SIKA AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SILTRONIC AG,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
SKF [SEK],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
SMA SOLAR TECHNOLOGY AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SMA Solar Technology,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
SMITH & NEPHEW (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SMITH & NEPHEW PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SMITHS (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SMITHS GROUP PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SNAM,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
SOCIETE BIC S.A.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SOCIETE TV FRANCAISE 1,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SODEXO,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
SOFINA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SOFTWAREONE HOLDING,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SOITEC S.A.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SOLVAY,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SONOVA HOLDING,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SOPRA STERIA GROUP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SOUTHERN CO,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SOUTHWEST AIRLINES,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SSAB B-SHARES,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SSAB [SEK],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
SSE (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
ST JAMES'S PLACE (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
STABILUS SE,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
STANDARD CHARTERED (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
STANDARD CHARTERED PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
STMICROELECTR,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
STMicroelectronics N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
STROEER,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
SUSS MICROTEC SE,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
SWATCH B,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SWATCH GR. BEARER DIVD FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
SWATCH GROUP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SWISS LIFE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
SWISS LIFE HOLDING,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SWISS PRIME SITE AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
SWISS RE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SWISSCOM AG - N.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
SYENSQO,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
SYMRISE,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
SYSCO CORP.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Safran (mini),Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Saipem S.p.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Salesforce DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Sampo PLC,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Schindler,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Schindler Holding PS DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Schneider Electric,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Schneider Electric SE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Schott Pharma,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Scottish Mort. Inv. Tr.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Secunet Security Net.,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Segro PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Shell,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Shell PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Siegfried,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Siemens Healthineers AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Signify N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Signify NV,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Sika,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Skanska [SEK],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Snam S.p.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Sodexo S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Sofina SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Soitec,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Solvay S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Sonova,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Sonova DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Sopra Steria Group,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Springer Nature,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
St James's Place PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Stora Enso Oyj,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Straumann,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Straumann Holding DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Stroeer,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Suedzucker,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Swatch BR,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Swiss Life Hold. (mini),Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Swiss Prime Site,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Swissquote,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Swissquote (mini),Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Syensqo,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Symrise AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
T ROWE PRICE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
T Rowe Price Grp,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
TAG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
TAG IMMOBILIEN,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
TAG IMMOBILIEN AG,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
TAG Immobilien AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
TALANX,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
TARGET,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
TARGET CORP.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
TATE & LYLE PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
TAYLOR WIMPEY (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
TAYLOR WIMPEY PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
TELECOM ITALIA SPA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
TELEFONICA SA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
TELENOR ASA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
TELIA AB,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
TEMENOS AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
TENARIS SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
TESCO (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
TESLA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
TESLA INC. REGISTERED S,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
TESLA [EUR],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
TEXAS INSTRUMENTS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
TEXAS INSTRUMENTS INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
THALES S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
THE BRITISH LAND CO PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
THE CAMPBELL GROUP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
THE COCA-COLA CO.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
THE HOME DEPOT INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
THE PROCTER & GAMBLE CO,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
THE SAGE GROUP PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
THE SOUTHERN CO.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
THE TRAVELERS COMP.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
THE WALT DISNEY CO.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
THYSSEN KRUPP AKTIENGES,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
TRAVELERS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
TUI,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Tate and Lyle,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
TeamViewer,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Tecan Group,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Telecom Italia S.p.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Telenor [NOK],Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Teleperformance,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Temenos,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Tenaris S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Terna S.p.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
ThyssenKrupp AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
