symbol,country,darvas,piotroski,coffee_can,cc_score,has_ssf,has_sso,has_trf,has_div,n_product_codes,in_validated_universe,is_dax40,pegu_score,pegu_grade,market
BRISTOL-MYERS SQU.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
BRISTOL-MYERS SQUIBB,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
BRISTOL-MYERS SQUIBB CO,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
BRITISH AMERICAN TOBACCO (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
BRITISH AMERICAN TOBACO,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
BRITISH LAND (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
BROADCOM,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
BT (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
BUCHER INDUSTRIES,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
BUNZL (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
BUNZL PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
BURBERRY,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
BURBERRY (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
BUREAU VERITAS SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Bachem,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Banca Generali SpA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Banca Intesa S.p.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Banco BPM S.p.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Banco BPM SpA DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Banco Comercial Portugues SA DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Banco Santander,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Banco Santander S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Banco de Sabadell S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Bank of America [EUR],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Bank of Ireland,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Bank of Ireland Group PLC DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Bankinter S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Bankinter SA DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Barclays,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Barry Callebaut,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Bawag Group,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Bayer AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Beiersdorf AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Berkshire Hathaway,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Best Buy Co Inc,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Blackstone Inc,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Boeing DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Booking Holdings DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Bouygues S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
British Am. Tobacco,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Broadcom,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Broadcom Inc DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Bureau Veritas SA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
C.H. ROB. WORLDW INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CA IMMOBILIEN ANLAGEN,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CAIXABANK SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CAPGEMINI,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
CARDINAL HEALTH,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CARL ZEISS MEDITEC,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
CARL ZEISS MEDITEC AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CARL-ZEISS MEDITEC AG,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
CARREFOUR DIVIDENDS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
CATERPILLAR,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
CATERPILLAR INC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CECONOMY - TENDERED,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
CELLNEX TELECOM S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
CELLNEX TELECOM SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CENTRICA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
CENTRICA (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
CENTRICA PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CHEVRON CORP.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CHOCOLADEFABRIKEN LINDT & SPRUENGLI,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
CIE FINANCIERE RICHEMONT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
CITIGROUP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
CITIGROUP INC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CITIGROUP INC DIVIDEND  FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
COCA-COLA EUROPACIFIC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
COLGATE-PALMOLIV,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
COLGATE-PALMOLIVE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
COLGATE-PALMOLIVE CO.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
COMCAST,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
COMCAST CORP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
COMMERZBANK,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
COMP FIN RICHEMONT DIV FUTURE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
COMPAGNIE DE SAINT-GOBAIN DIV FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
CONAGRA BRANDS,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CONTINENTAL AG DIVIDEND,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,1,18,C,DE
CONTINENTAL AUMOVIO BASKET,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
CORBION N.V.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CORP ACCIONA ENERGIAS RENOVABLES,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
COSTCO WHOLESALE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
COSTCO WHOLESALE CORP,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CRODA INTERNATIONAL,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
CRODA INTERNATIONAL (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
CTS EVENTIM,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Capgemini S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Carrefour S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Cellnex Telecom,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Citigroup [EUR],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Coinbase [EUR],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Commerzbank AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Commerzbank AG DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,1,18,C,DE
Compagnie,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Compagnie de S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Cosmo Pharmaceuticals,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Covivio S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Credit Agricole,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
DAIMLER TRUCK HOLDING,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
DANSKE BANK,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
DARDEN RESTAURANTS INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
DASSAULT SYSTEMES,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
DASSAULT SYSTEMS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
DEERE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
DEERE & CO.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
DEUTSCHE POST,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
DEUTZ AG,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
DIAGEO (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
DIASORIN,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
DIASORIN S.P.A.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
DOMINION ENERGY INC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
DORMAKABA HOLDING,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
DOW,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
DR ING HC F PORSCHE PREF.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
DRAEGERWERK AG,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
DRAX GROUP PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
DSM Firmenich,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
DUKE ENERGY,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
DUKE ENERGY CORP. [NEW],Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Daimler Truck,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,1,18,C,DE
Daimler Truck Holding,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
Danone S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Danske Bank [DKK],Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Dassault Aviation,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Dassault Aviation SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Dassault systems,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Davide Campari,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Delivery Hero,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
Delivery Hero SE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Dermapharm,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Deutsche Bank AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Deutsche Beteiligungs,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Deutsche Boerse AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Deutsche Lufthansa AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Deutsche Post AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Deutsche Telekom AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Douglas,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Dow Inc,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
EBAY INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ECKERT & ZIEGLER - PENTIXAPHARM HOLDING - BASKET,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
EDENRED,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
EDP,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
EFG International,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
EIFFAGE,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ELEVANCE HEALTH,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
ELEVANCE HEALTH INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ELI LILLY,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
ELI LILLY & CO.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ELISA OYJ,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
EMS Chemie,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
ENAGAS SA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ENDESA S.A.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ENEL S.p.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
ENTAIN (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
EON SE,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
ERAMET,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ERG SpA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
ERICSSON LM,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
ERSTE BANK,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
EURAZEO SE,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
EUROFINS,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
EUROFINS SCI,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
EURONEXT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
EUTELSAT,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
EUTELSAT GROUPCOMMUNICATIONS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
EVOTEC,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
EXOR,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
EXOR N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
EXPEDIA GROUP INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
EXPERIAN (GBX),Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
EXPERIAN PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
EXXON MOBIL,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
EXXON MOBIL C,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
EXXON MOBIL CORP.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
EasyJet,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Eckert and Ziegler,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Edenred S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Eiffage S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Eli Lilly [EUR],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Elisa Oyj,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Elmos Semiconductor,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Enagas S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Endesa S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Engie S.A.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Entain PLC,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Erste Group Bank AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
EssilorLuxottica,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
EssilorLuxottica (mini),Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
EssilorLuxottica SA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Eurazeo SE,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Evonik Industries,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Evonik Industries AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Exxon Mobil [EUR],Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
FDJ UNITED DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
FEDEX CORP.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FERRARI,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
FERROVIAL,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
FRAPORT,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
FRAPORT AG,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FREENET,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FREENET AG,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
FREEPORT-MCMORAN,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
FREEPORT-MCMORAN INC.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FRESENIUS,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,1,18,C,DE
FUT ON WERELDHAVE,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON ACERINOX S.A.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON ACS. ACT. DE CONSTR,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON BANCO BILBAO VIZCA.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON Banca Monte dei Paschi,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON Banco BPM,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON Ferrari,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON Geberit (10),Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON Givaudan (10),Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON INDITEX,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON Lonza Group (10),Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON Partners Group (10),Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON Porsche AG pref.,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,1,18,C,DE
FUT PHY ON Stellantis,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUT PHY ON Swisscom  (10),Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUTURES ON HERA SPA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
FUTURES ON RECORDATI SPA,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Ferrari N.V.,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
FinecoBank Banca Fineco SpA DIVIDEND FUT,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,0,1,1,0,0,18,C,DE
Finecobank Banca,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Finecobank Banca Fineco,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Flutter Entertainment,Germany,FUTURES_ONLY,3,FAIL,1/4,1,0,0,0,1,0,0,18,C,DE
Formycon,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,0,18,C,DE
Fortum Oyj,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Fraport AG,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,0,18,C,DE
Fresenius Medical,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
Fresenius SE,Germany,OPTIONS_ONLY,3,FAIL,1/4,0,1,0,0,1,0,1,18,C,DE
Fresenius SE & Co. KGaA,Germany,DIVIDEND_ONLY,3,FAIL,1/4,0,0,1,0,1,0,1,18,C,DE
